# Cluster list (254 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 733 33.3592967559 603.1648324861 500.0716964639 9.6061510978 284.2374628063 28.8380513544 49.8448275528 
2 342 20.9710554565 201.0476709301 234.5831823281 4.1543137008 -34.9436082527 9.630095563 13.2148443828 
3 333 20.4043959527 219.0253240197 187.2689219371 10.0451282363 -33.4224205663 -44.6115305979 12.2073695584 
4 192 16.186517447 113.4458189036 138.1154550056 10.4420731527 8.2895744989 6.7382540096 -32.012303949 
5 132 13.1213275061 76.4948291494 92.14709405 3.5273123221 6.8189665686 -8.8968164291 12.9918714157 
6 42 7.7411719739 19.8957542341 37.8775445675 2.1524447279 14.2004735516 3.8751094048 8.4978691667 
7 26 10.4747842306 32.8683655831 73.6931781479 3.1595609467 43.1446324692 8.4748844615 13.0517045562 
8 18 5.9361472128 25.769486534 8.9074963951 0.5608608025 -6.6958684938 2.8799423765 -1.6783195679 
9 16 4.9622322936 7.1163714844 17.2430094919 0.2643683594 -0.1019631287 0.4696694531 0.9018828059 
10 14 4.4502902961 7.6990141684 11.6030772041 0.5029923469 -3.2718129184 0.2148248469 -1.9936523469 
11 12 3.5315821922 6.9032271875 5.1839733708 0.3848722222 0.6595285854 1.2056558333 -0.5566351389 
12 11 6.6255548564 17.86484704 24.4564507769 1.5766793388 15.1293490182 1.7325156364 5.3302971074 
13 11 5.4445845109 11.7721399008 17.3516729917 0.5196876033 9.7137705537 -1.4190234711 -2.3110110744 
14 10 6.1078836903 5.40912244 31.4654717344 0.431649 -11.090547126 0.4521474 -2.24343746 
15 9 3.7328035897 2.5812831602 11.0630629358 0.2894765432 -3.3247637747 0.2771034938 0.1448283951 
16 8 5.2304388964 11.5906726875 14.1681183611 1.5987 -10.7056928906 -3.93004625 4.181686375 
17 7 3.2837314422 2.6404096539 7.9902253878 0.1522571429 1.7803685755 -0.3319518571 -0.3544671429 
18 6 3.3427909668 4.6209253089 6.3016789167 0.2516472222 4.4783290833 -0.1174245556 0.0192841667 
19 6 3.7679128654 2.1871029167 11.7140088889 0.2960555556 -1.454718 0.162425 -1.4686788889 
