200.0	-94.486	237.4002	3.1408	39.9161	0.0336	8.0E-4	7.01
220.0	-64.8194	236.4397	0.0069	39.7719	0.273	0.0069	7.01
240.0	-50.691	228.3959	0.0056	38.4341	0.2141	0.0056	7.01
260.0	-76.9447	224.8694	0.0136	37.8463	0.516	0.0136	7.01
280.0	-45.8063	221.263	0.0122	37.2576	0.4546	0.0122	7.01
300.0	-10.5073	215.4207	0.0182	36.2882	0.6605	0.0182	7.01
320.0	-118.3364	210.5732	0.0286	35.4593	1.0151	0.0286	7.01
330.0	18.4458	208.1273	0.0312	35.0711	1.0939	0.0312	7.01
340.0	25.8877	206.896	0.0232	34.8775	0.8093	0.0232	7.01
350.0	-19.1319	203.3732	0.0363	34.2705	1.2434	0.0363	7.01
360.0	-83.5495	199.5598	0.0397	33.6205	1.335	0.0397	7.01
380.0	-16.7057	191.8268	0.0304	32.3476	0.985	0.0305	7.01
400.0	-10.3736	186.784	0.0284	31.5121	0.8937	0.0284	7.01
420.0	-19.9137	184.8493	0.0257	31.1989	0.8009	0.0257	7.01
440.0	-52.0973	179.861	0.0264	30.3631	0.8021	0.0264	7.01
460.0	-31.6913	179.15	0.0118	30.2648	0.3582	0.0118	7.01
480.0	-118.7908	175.6505	0.0037	29.6748	0.1096	0.0037	7.01
500.0	-47.1315	171.5049	0.0261	28.9843	0.7562	0.0261	7.01
520.0	-37.9442	165.0166	0.0446	27.8829	1.2437	0.0446	7.01
540.0	-112.5548	164.0104	0.0811	27.6519	2.2472	0.0813	7.01
560.0	-63.334	151.7214	0.1096	25.5203	2.808	0.11	7.01
580.0	34.6052	140.8291	0.141	23.6148	3.3528	0.142	7.01
600.0	-62.6427	131.7983	0.1607	22.035	3.5725	0.1621	7.01
620.0	-55.1884	115.1453	0.3293	18.4637	6.3093	0.3417	7.01
650.0	-100.2591	37.8354	0.8169	4.3912	4.6773	1.0652	7.01
670.0	-123.2676	9.0528	1.867	0.4483	1.4691	3.277	7.01
700.0	-133.2139	1.8975	0.5431	0.276	0.1666	0.6036	7.01
