# Cluster list (39 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 913 55.5126964383 2218.1635614856 740.3948120667 123.101092293 -273.5598102975 -434.4378365443 141.0391965108 
2 206 21.5591424812 223.7121095447 225.6010298828 15.4834850976 55.1500898419 23.1978627269 -40.8117143074 
3 101 16.6986564176 154.7919083848 115.538415044 8.5148027252 74.7908828337 -30.6476237734 -25.4506836467 
4 70 10.9483909605 88.2824056436 27.9893065513 3.5955524286 -12.3077951834 -15.8360667121 6.2551367129 
5 47 10.6487667842 63.5418872087 48.151189732 1.7031570847 34.49830104 -2.372314278 -5.5559219541 
6 15 5.2463474359 16.9203719822 9.6090427695 0.9947466667 3.4593244832 3.4684246667 1.1462148533 
7 13 4.321455451 4.6822988867 13.380946967 0.6117313609 -2.9843446142 -0.2851902663 2.6267218521 
8 12 6.6468621581 19.9573791875 22.9392563889 1.2841409722 18.3747616667 3.9104427083 4.8797863889 
9 12 4.5936637019 16.8556310833 3.8020317892 0.4440833333 -1.615736075 0.0720875 0.9237906667 
10 11 4.0926861826 8.3265671405 7.9038254455 0.5196876033 -2.7941553521 -1.5896866116 1.4487029785 
11 11 5.2540609054 8.2155932397 17.6014850724 1.788077686 6.9131838421 3.0987957025 4.3546237521 
12 8 3.4466031591 6.9176136019 4.6367237969 0.3247359375 0.1604004044 -0.1918006562 0.8505115937 
13 7 3.0917014866 3.7268218367 5.6142860412 0.2175102041 1.7753791306 0.0110691837 0.9715659388 
14 6 2.7296618605 3.6174440947 3.5819625556 0.2516472222 0.2390289778 0.7230426944 0.5288038889 
15 6 2.4901920228 3.4871528258 2.4178479289 0.2960555556 -1.613720915 0.8282945 -0.6895620556 
16 6 3.0850962088 4.1454951389 5.1946901456 0.1776333333 2.8641814278 0.4249816667 0.4899881667 
17 5 3.4985104428 2.74703384 8.7677974784 0.724744 2.756382236 -1.0895396 -2.38712044 
18 4 2.2719699247 2.5207426219 2.3746547169 0.26645 -0.3777801356 -0.74549425 -0.21379875 
19 4 2.7881117602 2.4456021875 4.96159625 0.36636875 2.710809625 0.772841875 1.34548125 
20 3 2.1429435623 0.6012126667 3.8725722222 0.1184222222 -0.0404783333 0.1455133333 0.5576388889 
21 3 1.9066548951 2.7325166667 0.5475495556 0.3552666667 0.276765 -0.9842833333 -0.11899 
22 3 1.480052129 1.0769694156 1.1135848889 0.0 -0.1107046889 0.0 0.0 
23 3 2.1680956436 0.3704402222 4.2117762756 0.1184222222 -1.2136473556 0.2028588889 -0.6230468889 
24 3 2.4852674804 2.90683562 2.9144521622 0.3552666667 -2.9105395933 -1.015868 1.0169386667 
25 2 1.4869341781 2.20077225 0.010201 0.0 0.1498335 0.0 0.0 
26 2 1.3857155191 0.56927025 1.21771225 0.133225 0.83259075 -0.2753925 -0.4027775 
27 2 1.3517735184 1.1328409225 0.5612257225 0.133225 0.7973578025 0.38848775 0.27343975 
28 2 1.5012818656 0.546121 1.70772624 0.0 -0.9657252 0.0 0.0 
29 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
30 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
31 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
32 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
33 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
34 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
35 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
36 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
37 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
38 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
39 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
