# Cluster list (18 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 1337 61.0146660787 880.7934095272 2802.4089929941 39.5870741701 758.9865902987 94.374446298 53.4138299145 
2 433 32.2040443077 309.0080158515 708.8077662045 19.2846877161 -158.726294969 -40.304260238 -19.5376894858 
3 287 21.945013371 157.0946025885 314.9230372928 9.56597197 39.6998919048 28.4075125637 -5.6081022753 
4 19 6.1756489897 26.0640892909 10.344471375 1.7300797784 1.2640993501 -6.1767908587 -1.4718482438 
5 18 6.2200749221 13.487853358 22.8445475058 2.3569311728 -7.4690493525 4.7690179012 -0.8207764012 
6 9 3.571094797 6.7821058765 5.5232393333 0.4473728395 0.4213937778 -0.108800642 -1.2232366667 
7 8 3.2465471235 6.7488882875 3.6912611875 0.09991875 1.0434956125 -0.071859375 0.159733125 
8 4 2.1409512849 3.1884766875 1.2952769667 0.09991875 1.029343405 -0.451003125 -0.216019775 
9 4 1.891214478 2.10732225 1.2029199519 0.26645 0.5564009375 0.71905 0.33658475 
10 3 1.393739444 1.0350027489 0.9075068889 0.0 -0.0808996556 0.0 0.0 
11 2 1.3535992954 0.10017225 1.5988338025 0.133225 0.400198425 -0.1155225 -0.46152425 
12 2 1.2571744867 0.60637369 0.840889 0.133225 -0.7140679 0.2842255 -0.334705 
13 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
14 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
15 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
16 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
17 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
18 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
