0 0.000000 0.000000 0.000000 0.000000 0.0 0.000000 0.000 0.000000
200 18.357899 27.792765 0.437318 0.419012 516.6 832.305208 24.676 37.237678
220 0.383342 0.766685 0.400000 0.489898 0.6 0.800000 0.600 0.800000
240 0.633989 1.267977 0.200000 0.400000 0.6 1.200000 0.600 1.200000
270 0.588640 1.177279 0.150000 0.300000 0.8 1.600000 0.400 0.800000
300 1.292889 1.586282 0.400000 0.489898 1.6 1.959592 1.600 1.959592
310 2.355046 1.975163 0.560000 0.463033 3.8 3.187475 3.300 3.155947
320 0.863841 1.727682 0.200000 0.400000 1.4 2.800000 1.400 2.800000
330 2.565325 1.319591 0.733333 0.388730 3.4 1.959592 2.800 1.469694
340 1.293496 1.590452 0.234091 0.287803 3.8 4.749737 1.900 2.374868
350 1.590534 2.056358 0.269841 0.336867 3.2 3.969887 1.367 1.808621
360 2.890654 3.098539 0.595833 0.391667 6.6 5.919459 3.440 3.494911
370 4.022638 0.496278 0.445686 0.086900 12.0 3.847077 3.330 0.534416
380 4.176892 0.851270 0.445456 0.280658 23.0 11.798305 4.483 0.862426
390 3.563721 0.479369 0.603565 0.328359 16.4 10.669583 4.967 0.945163
400 3.085974 1.565588 0.507692 0.362079 11.0 9.055385 3.267 1.970899
410 5.746861 1.483819 0.357574 0.063388 31.6 11.412274 5.073 1.552987
420 8.517895 4.869343 0.398455 0.164999 47.8 25.902896 5.639 3.205403
430 4.536149 1.325277 0.592139 0.174614 12.4 6.621178 3.514 1.405637
440 6.870070 3.006606 0.455655 0.078533 27.2 13.833293 5.590 2.491666
450 7.185962 1.393409 0.462182 0.138778 35.4 20.597087 5.783 0.546707
460 9.470657 4.398739 0.412123 0.134770 66.0 25.596875 6.188 1.831520
470 7.351537 3.546376 0.389948 0.142388 40.0 11.419282 6.017 1.096168
480 13.851027 2.914622 0.402340 0.147929 135.6 38.928653 8.421 0.681045
490 11.406419 2.555302 0.186830 0.072754 166.0 32.619013 6.283 1.141593
500 14.849742 2.374316 0.332250 0.087226 183.4 23.431603 8.044 0.694029
510 15.488649 3.624563 0.213149 0.045845 299.6 89.312037 9.715 3.447855
520 22.628709 7.174582 0.308850 0.104614 348.8 76.830723 12.220 2.018372
530 20.000004 5.029625 0.243064 0.042423 396.8 91.981302 12.040 1.419797
540 18.236573 4.670392 0.232438 0.068275 362.8 38.452048 10.627 2.173926
550 26.979051 5.442560 0.252556 0.074939 826.8 76.765617 22.558 4.649888
560 29.157312 7.385421 0.209162 0.069772 1087.0 214.496620 23.120 6.674908
570 31.925584 4.598370 0.240870 0.049472 1115.0 262.242636 26.206 10.035478
580 47.062709 10.184163 0.308753 0.056958 1257.4 256.687047 26.768 3.990747
590 70.296553 20.711752 0.469348 0.174155 1892.2 267.199850 46.629 6.395394
600 91.378888 20.462693 0.727679 0.196228 2157.4 194.666484 71.824 11.922323
610 99.781398 22.530957 0.609671 0.122760 2230.8 195.602045 50.455 9.570429
620 121.175448 13.840612 0.906803 0.035679 2924.2 297.347204 86.332 12.499803
630 129.382284 11.058187 0.961867 0.023308 3487.4 456.666005 127.432 26.123820
640 132.301554 10.874479 0.975681 0.017330 4001.6 288.642062 196.632 38.944122
650 132.554630 5.842982 0.981247 0.021412 4024.8 226.736323 337.871 140.090609
660 126.400628 2.819591 0.991457 0.007054 5040.2 449.713420 597.357 676.330815
670 128.679436 2.928035 0.995870 0.000609 5286.2 381.279635 338.783 21.634313
680 125.720726 1.585737 0.998053 0.001309 6061.2 505.618987 965.261 402.324167
690 127.825819 1.880573 0.998722 0.000864 6342.6 218.766177 2233.263 2258.971139
700 126.062716 1.631599 0.998869 0.000668 6493.0 224.407665 1100.846 439.434200
710 127.174020 0.760945 0.999017 0.000750 6756.8 90.499503 2398.989 1228.610973
720 126.578085 0.296761 0.999892 0.000119 6982.2 81.004244 4961.208 2118.900866
