# Cluster list (37 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 1146 66.9637571991 1763.2900280695 2573.4164358558 147.4383142949 -1431.0839550623 493.6655274899 -421.3470209207 
2 317 28.7157669414 338.1322915071 474.4414652905 12.0215142374 -233.1812391433 40.9088899325 -7.1544390722 
3 313 31.2814616771 736.5293850473 210.9032051913 31.0972544193 -237.0791968201 112.0838739556 -73.3280170669 
4 225 17.8475770686 178.6640863644 133.961715114 5.9102057402 -26.9633294048 -28.9749529035 3.357368112 
5 67 11.5140934653 34.2301074601 93.5750885832 4.7691522834 -12.6776141438 4.4648379038 -15.0573180864 
6 57 10.160287986 58.9998571482 42.4001508575 1.831443952 26.9248928265 7.6801732825 8.1139291043 
7 36 9.7772065067 37.0937176002 54.6270671451 3.8729823302 -4.1474281616 -10.8333235255 5.3071214043 
8 19 8.3471389252 19.150211675 48.3811071426 2.1434094183 24.0295419256 -5.2061240139 -9.5710198892 
9 17 5.9613183485 4.8147469293 30.3795958201 0.3429737024 -5.442873283 -0.4638715536 1.1201660554 
10 14 6.1160873141 30.5387017225 5.845524352 1.0222979592 -3.0748887464 5.0151156429 -0.6843079592 
11 9 3.3388454565 7.8158396489 3.0952048889 0.2368444444 -0.7737794556 -0.1208474444 0.5303855556 
12 6 2.749261946 3.503192513 3.5815598458 0.4736888889 0.0877444788 -0.1669943944 1.1716378333 
13 5 2.8316000487 6.047597476 1.75720136 0.21316 0.86376792 0.9647242 -0.16498 
14 4 1.9110912459 2.3512176875 1.2011333125 0.09991875 0.3509125625 -0.075053125 0.282464375 
15 4 1.9214470784 1.6294631875 1.9292706875 0.133225 0.5971658125 0.46546625 0.19116875 
16 4 2.8354771093 4.0639971875 3.84270825 0.133225 3.943583625 0.00100375 0.045625 
17 4 1.9868333623 1.5479116875 2.2996763719 0.09991875 -0.6555028188 0.246511875 0.1506218125 
18 3 2.5457494858 0.7477735556 5.6146446667 0.1184222222 -2.0413563333 -0.2427655556 0.7034766667 
19 3 2.1756665242 1.3606766022 3.254426 0.1184222222 2.0212941667 0.2985618889 0.5589366667 
20 3 1.4212716606 1.0517789489 0.8498119622 0.1184222222 0.0828308522 0.3513652222 0.0573212222 
21 3 1.5561045438 1.3037508889 0.99928824 0.1184222222 -0.292745 0.1040655556 0.297256 
22 3 1.6752999194 0.9817593756 1.7064482222 0.1184222222 -0.1641317444 -0.1884454444 0.4031222222 
23 2 1.5768283039 0.87329025 1.47987225 0.133225 -1.13681925 -0.3410925 0.4440225 
24 2 1.3476870928 0.22992025 1.58634025 0.0 0.60393025 0.0 0.0 
25 2 1.4463661889 2.08658025 0.0053949025 0.0 0.106098525 0.0 0.0 
26 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
27 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
28 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
29 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
30 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
31 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
32 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
33 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
34 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
35 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
36 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
37 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
