200.0000 40.7001 900.7479 0.0021 98.6317 0.2090 0.0021 5.0000
220.0000 42.9229 898.5434 -0.0003 98.3905 0.0321 -0.0003 5.0000
240.0000 43.6748 895.9282 -0.0024 98.1038 0.2379 -0.0024 5.0000
260.0000 42.2034 894.4923 -0.0000 97.9469 0.0032 -0.0000 5.0000
280.0000 43.3352 890.6006 0.0006 97.5207 0.0610 0.0006 5.0000
300.0000 42.5923 889.0991 0.0009 97.3563 0.0857 0.0009 5.0000
320.0000 43.5091 885.7288 0.0014 96.9872 0.1362 0.0014 5.0000
340.0000 44.9388 882.7046 0.0008 96.6561 0.0789 0.0008 5.0000
360.0000 42.5637 881.1696 -0.0005 96.4881 0.0470 -0.0005 5.0000
380.0000 46.0400 876.5209 0.0002 95.9790 0.0188 0.0002 5.0000
400.0000 41.5598 877.4036 -0.0021 96.0755 0.1992 -0.0021 5.0000
420.0000 46.4367 870.5127 -0.0001 95.3211 0.0069 -0.0001 5.0000
440.0000 54.2026 855.5496 0.0149 93.6723 1.3940 0.0149 5.0000
460.0000 23.6900 860.0944 0.0022 94.1801 0.2117 0.0022 5.0000
480.0000 20.0809 852.3062 0.0026 93.3272 0.2399 0.0026 5.0000
500.0000 52.7466 848.6070 0.0082 92.9193 0.7616 0.0082 5.0000
520.0000 43.9047 838.7825 0.0238 91.8206 2.1880 0.0238 5.0000
540.0000 31.0475 851.5648 0.0040 93.2456 0.3686 0.0040 5.0000
560.0000 37.5898 819.4124 0.0193 89.7089 1.7335 0.0193 5.0000
580.0000 45.3393 827.0459 0.0385 90.4943 3.4891 0.0386 5.0000
600.0000 82.6200 817.7240 0.0080 89.5379 0.7159 0.0080 5.0000
620.0000 86.3487 794.9315 0.0173 87.0320 1.5025 0.0173 5.0000
640.0000 -28.9073 754.2407 0.0703 82.3853 5.8016 0.0704 5.0000
660.0000 110.1134 719.1489 0.0951 78.3913 7.4743 0.0953 5.0000
680.0000 66.9436 730.3622 0.0897 79.6531 7.1643 0.0899 5.0000
700.0000 -2.2983 635.7564 0.1779 68.5167 12.3190 0.1798 5.0000
720.0000 55.5551 682.4135 0.1187 74.1983 8.8507 0.1193 5.0000
740.0000 -30.3384 632.4604 0.2817 66.5246 19.2524 0.2894 5.0000
760.0000 61.7779 530.9134 0.3997 53.5517 22.6251 0.4225 5.0000
780.0000 -4.0138 413.9099 0.6146 37.0304 26.1330 0.7057 5.0000
800.0000 31.4811 330.5211 0.6625 28.5361 22.2611 0.7801 5.0000
820.0000 -38.0896 320.6153 0.8535 23.0789 26.4555 1.1463 5.0000
840.0000 16.6036 167.9673 1.1475 7.5553 16.7690 2.2195 5.0000
860.0000 7.6110 139.2866 1.5528 0.2750 15.2494 55.4553 5.0000
880.0000 0.1949 53.7614 1.4295 0.8289 5.8282 7.0310 5.0000
900.0000 -4.9783 19.5619 -1.4315 0.2975 2.1213 -7.1302 5.0000
920.0000 6.7658 10.4488 0.7182 0.8616 0.7529 0.8738 5.0000
940.0000 5.5347 7.7756 0.6333 0.6863 0.5038 0.7341 5.0000
960.0000 -0.4281 -11.2259 -0.7977 0.8584 0.8799 -1.0250 5.0000
980.0000 -2.5642 24.2421 0.6774 2.0684 1.6638 0.8044 5.0000
1000.0000 1.5916 -23.7858 0.7657 1.8776 1.8050 0.9613 5.0000
