# Cluster list (594 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 721 10.1889064511 16.0489412897 53.5414394369 34.2234339428 13.7073170299 -6.8463347074 -14.9564222065 
2 433 6.6767465324 19.1450163686 11.0846390059 14.3492888834 -4.0050750353 0.5483862301 -1.1944986987 
3 354 6.6029158938 11.465605271 27.2655246763 4.8673683527 0.8102854635 -1.0457278171 -7.368558813 
4 258 5.201856958 8.8180617441 3.7715487127 14.4697053544 0.631095229 3.3378476124 -0.0434424482 
5 239 6.3379661595 5.0004506157 26.1615365242 9.0078278985 6.2996172773 -0.4185532226 2.9875330843 
6 229 4.6379776336 12.1628905956 3.2794117708 6.0685341634 -0.2259724453 3.9989666972 0.9627169987 
7 168 5.7259660932 19.450129281 7.3791650417 5.9573933774 -5.2352065729 -7.473884352 3.3143888381 
8 155 3.8380741734 3.9508381457 5.1087181895 5.6712570252 0.5065729587 -0.2509886946 3.5494842008 
9 152 4.285897959 2.8642204545 4.1110076759 11.3936931843 -0.2156811107 -2.7254105641 1.0712142979 
10 149 3.4237537808 3.6258897855 2.8102646908 5.2859354752 -0.7662190138 -1.1186385235 0.8649811267 
11 147 4.2288875013 2.0614733677 2.4112344409 13.4107816897 0.429142512 1.0384097231 0.8273410832 
12 119 3.4452940345 2.5125633076 3.9123253404 5.4451623363 -0.7145132404 -2.175855085 1.9250505971 
13 99 3.0157557801 3.4392946346 2.7477173887 2.9077709021 -0.6054723552 -0.6372570772 -0.8045016846 
14 93 3.8594229133 8.5095954142 1.8304568984 4.5550929112 -1.7137306992 1.0349201207 0.0573550629 
15 70 3.1685914092 4.938237425 1.0598457299 4.0418883639 -0.3085445181 3.3544117052 0.0016643197 
16 66 2.9425201767 1.1446090676 4.6702608852 2.8435550373 -0.0149217861 0.314248156 2.6023878496 
17 60 3.3503314978 2.7620081487 3.3188330873 5.1438799089 -0.9546855349 2.6155476274 -1.4161880616 
18 58 2.7114955234 2.1333662773 1.3636833521 3.8551583441 -0.8926486815 -1.2476564915 1.0312785606 
19 48 2.4693478589 3.1926659145 1.4943514749 1.4106614587 0.6979826105 -0.3600738018 0.3036515075 
20 39 3.7695036829 9.8221560984 3.2191459622 1.1678559548 4.4797238386 1.5651856084 0.6658318452 
21 38 1.9805233198 1.8246404203 0.9935079168 1.1043242833 0.5297120578 0.2915695948 0.0498401804 
22 37 2.48130371 1.4689206268 0.8486752868 3.8392721875 -0.5488629128 1.1771885314 -1.2015162871 
23 36 1.9648812117 0.786544783 1.7988519103 1.2753614829 -0.2544897683 -0.3000068479 -0.1370605481 
24 35 2.2034874915 1.0729265266 2.6961109414 1.0863196573 0.1241835414 -0.7197911489 0.0544631725 
