550 0.99989 0.00016 0.00000 0.00000 89.728 0.016 0.000
560 0.99992 0.00011 0.00000 0.00000 89.747 0.015 0.000
570 0.99994 0.00011 0.00000 0.00000 89.726 0.025 0.000
580 0.99967 0.00038 0.00000 0.00000 89.743 0.019 0.000
590 0.99936 0.00102 0.00006 0.00011 89.736 0.025 0.000
600 0.99978 0.00014 0.00000 0.00000 89.747 0.012 0.000
610 0.99953 0.00037 0.00000 0.00000 89.769 0.016 0.000
620 0.99975 0.00016 0.00000 0.00000 89.743 0.024 0.000
630 0.99900 0.00087 0.00003 0.00006 89.716 0.022 0.000
640 0.99775 0.00075 0.00014 0.00015 89.727 0.074 0.000
650 0.99864 0.00100 0.00008 0.00017 89.776 0.031 0.000
660 0.99686 0.00261 0.00028 0.00049 89.817 0.049 0.000
670 0.99258 0.00284 0.00022 0.00014 89.859 0.119 0.000
680 0.99850 0.00079 0.00000 0.00000 89.791 0.037 0.000
690 0.99783 0.00209 0.00003 0.00006 89.806 0.062 0.000
700 0.99764 0.00125 0.00003 0.00006 89.768 0.034 0.000
710 0.99189 0.00208 0.00017 0.00020 89.770 0.056 0.000
720 0.99306 0.00572 0.00028 0.00029 89.743 0.028 0.000
730 0.99275 0.00346 0.00011 0.00014 89.806 0.044 0.000
740 0.99250 0.00397 0.00017 0.00020 89.765 0.032 0.000
750 0.99367 0.00197 0.00014 0.00000 89.733 0.018 0.000
760 0.99592 0.00126 0.00039 0.00051 89.798 0.067 0.000
770 0.98769 0.00503 0.00089 0.00116 89.961 0.210 0.000
780 0.98303 0.00532 0.00039 0.00024 90.028 0.241 0.000
790 0.97183 0.01349 0.00089 0.00057 89.884 0.234 0.000
800 0.97425 0.00888 0.00064 0.00030 90.448 0.430 0.000
810 0.95467 0.00642 0.00086 0.00063 90.401 0.214 0.000
820 0.94344 0.01400 0.00092 0.00045 89.282 0.301 0.000
830 0.92444 0.01856 0.00164 0.00135 90.259 0.363 0.000
840 0.93431 0.02204 0.00175 0.00088 89.124 0.892 0.000
850 0.91514 0.01677 0.00178 0.00098 91.093 0.762 0.000
860 0.92111 0.02769 0.00122 0.00068 90.389 0.610 0.000
870 0.90961 0.00977 0.00286 0.00165 90.816 0.403 0.000
880 0.87417 0.03328 0.00269 0.00105 90.649 0.991 0.000
890 0.85708 0.03739 0.00244 0.00153 90.923 0.586 0.000
900 0.73592 0.04550 0.00350 0.00138 90.487 2.482 0.000
910 0.76194 0.02494 0.00531 0.00204 92.179 3.096 0.000
920 0.77436 0.04213 0.00375 0.00236 92.087 2.637 0.000
930 0.75072 0.02414 0.00706 0.00429 95.644 8.068 0.200
940 0.79103 0.03087 0.00222 0.00051 92.821 2.306 0.000
950 0.57478 0.13395 0.02033 0.02319 88.760 14.461 0.000
960 0.61781 0.06369 0.01119 0.00532 95.781 11.271 0.200
970 0.36258 0.08340 0.05267 0.02219 63.640 8.038 0.000
980 0.12678 0.04209 0.08319 0.01828 44.471 9.167 0.000
990 0.09150 0.03517 0.05025 0.01241 32.074 5.775 0.000
1000 0.07850 0.02855 0.04561 0.00794 29.670 6.243 0.000
1010 0.08819 0.03648 0.04986 0.02041 35.158 8.577 0.000
1020 0.08983 0.04155 0.05403 0.00909 34.898 13.009 0.000
1030 0.04539 0.02525 0.02681 0.01121 21.155 6.310 0.000
1040 0.02392 0.01155 0.01375 0.00704 16.910 5.658 0.000
1050 0.03458 0.01176 0.02047 0.01035 20.978 3.885 0.000
1060 0.04475 0.02088 0.01986 0.00781 24.264 9.006 0.000
1070 0.03708 0.00761 0.02653 0.00693 22.393 4.200 0.000
1080 0.02283 0.00771 0.00689 0.00213 16.751 3.357 0.000
1090 0.01122 0.00344 0.00817 0.00308 10.997 2.023 0.000
1100 0.02556 0.01728 0.00739 0.00475 15.063 5.675 0.000
1110 0.01889 0.01302 0.00556 0.00515 13.687 5.584 0.000
1120 0.00353 0.00332 0.00233 0.00170 5.698 2.796 0.000
1130 0.00597 0.00273 0.00458 0.00238 7.453 1.760 0.000
1140 0.00664 0.00519 0.00353 0.00388 8.209 2.767 0.000
1150 0.00267 0.00184 0.00156 0.00041 5.144 1.396 0.000
1160 0.00583 0.00245 0.00181 0.00083 7.302 1.877 0.000
1170 0.00269 0.00122 0.00194 0.00120 5.270 0.530 0.000
1180 0.00450 0.00466 0.00250 0.00268 5.593 2.657 0.000
1190 0.00206 0.00160 0.00081 0.00034 4.141 1.536 0.000
1200 0.00111 0.00038 0.00075 0.00007 3.384 0.951 0.000
