# Cluster list (19 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 718 40.8812746473 352.9329404081 1262.2836544711 56.0620219125 -219.0096127936 -52.5517134175 255.1128484825 
2 436 28.8901588357 571.7385337572 244.4727201257 18.4300236696 78.1104568194 93.1953281976 30.0970148735 
3 106 13.8301855653 101.0508182428 83.4618442098 6.7613703186 -24.7260306024 11.2161066609 -21.2535930952 
4 83 17.6176774036 252.9813487188 45.4998008289 11.9014075483 -37.6745579636 44.4459413137 -13.1446803077 
5 62 10.9634711457 52.3030656514 65.2011598991 2.6934740114 -34.2710341272 -7.5461838403 10.5953381217 
6 25 9.2059431939 22.4665109024 56.3348625475 5.94801664 -24.4088151949 9.755495744 -17.0869693728 
7 14 4.9743943242 14.4157481684 9.3065527647 1.0222979592 2.1653909411 -2.0291988776 1.7986502031 
8 11 6.7505736919 31.1467483802 13.4193546406 1.0041421488 18.3253347791 -5.0485231405 -2.5244505377 
9 7 3.2002025765 5.3252524082 4.4810237143 0.4350204082 -0.0709588571 1.3006961224 -0.5844171429 
10 7 5.0622430829 22.2622336669 2.7985448327 0.5655265306 1.1585245441 -2.9633381633 -0.5744757347 
11 4 2.7677116337 3.4503956875 3.543707 0.666125 2.72523575 -1.48764875 -1.354515 
12 4 1.8882394583 2.5143627519 0.9178605 0.133225 -0.179529 -0.456897875 -0.1804925 
13 3 1.8707112593 0.4687658867 2.9123725067 0.1184222222 0.8762804333 0.090374 0.5276926667 
14 2 1.2021398629 0.07155625 1.373584 0.0 0.31351 0.0 0.0 
15 2 1.4241347865 0.08456464 1.81037025 0.133225 0.3912714 -0.106142 -0.4911075 
16 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
17 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
18 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
19 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
