320 2.542846 1.077461 0.484553 0.228186 8.4 4.454211 2.250 0.660719
340 3.709937 1.078419 0.511538 0.188903 12.2 5.793099 3.205 0.997303
360 3.458523 0.599348 0.393235 0.110159 14.6 7.241547 2.858 0.818696
380 3.827484 1.186476 0.297423 0.087518 20.6 7.378347 3.163 0.530259
400 4.139239 1.130583 0.314614 0.111326 23.8 8.280097 3.802 0.699014
420 4.578114 1.274651 0.229488 0.051243 36.8 15.587174 3.885 0.731743
440 4.374090 1.240573 0.220947 0.046704 34.9 7.980601 3.570 0.598952
460 5.079814 1.750620 0.194492 0.048800 51.9 12.980370 4.370 0.795011
480 7.250268 2.202258 0.199720 0.057543 83.2 18.909257 5.217 0.984503
500 8.057652 2.381123 0.203887 0.065697 97.0 17.838161 5.636 1.622778
520 9.184888 1.868334 0.231785 0.078111 146.0 33.166248 6.797 1.409387
540 10.477980 2.191921 0.197254 0.059435 193.6 22.756098 7.994 1.849189
560 11.186475 2.652284 0.178558 0.038166 260.8 30.795454 9.369 2.574483
580 18.239122 5.751163 0.253172 0.083818 395.1 40.255310 14.467 2.962282
600 16.607310 2.560694 0.211173 0.057736 459.0 40.632499 13.518 2.023625
620 28.750505 6.765789 0.397657 0.122353 612.6 42.386790 23.658 4.623905
640 34.905154 9.499647 0.591979 0.228774 763.3 67.089567 33.732 10.515747
660 39.778591 6.417713 0.700800 0.208319 954.8 93.668351 51.348 20.976094
680 43.243877 6.394337 0.841238 0.116463 1026.7 57.122763 51.922 11.758428
700 44.177143 3.602334 0.918884 0.064271 1288.7 70.764468 83.354 26.228393
720 40.172152 1.370716 0.984593 0.006136 2003.2 94.579913 248.144 102.317045
740 40.387718 1.071487 0.996655 0.002013 2535.4 129.008682 735.613 315.149471
760 39.601608 0.493614 0.999353 0.000614 3879.3 216.580724 2052.067 1018.521178
780 40.646522 0.717583 0.999820 0.000257 5975.3 463.333152 4839.650 1658.092067
800 40.082675 0.329157 1.000000 0.000000 7586.3 418.296557 7586.300 418.296557
810 40.233670 0.227784 1.000000 0.000000 7919.7 236.183424 7919.700 236.183424
820 40.240675 0.187275 0.999988 0.000036 8261.6 140.316214 7848.950 1248.721916
830 40.292918 0.084385 1.000000 0.000000 8697.2 60.229229 8697.200 60.229229
840 40.286249 0.075492 1.000000 0.000000 8842.3 62.665860 8842.300 62.665860
850 40.316350 0.027329 1.000000 0.000000 8909.8 35.720582 8909.800 35.720582
860 40.340451 0.021354 1.000000 0.000000 8990.7 10.770794 8990.700 10.770794
870 40.329349 0.020156 1.000000 0.000000 9010.5 12.387494 9010.500 12.387494
880 40.391252 0.019216 1.000000 0.000000 9037.7 3.822303 9037.700 3.822303
890 40.362545 0.024628 1.000000 0.000000 9049.2 6.063003 9049.200 6.063003
