320 0.00036 0.00015 0.00029 0.00015 1.800 0.741 0.000
340 0.00062 0.00020 0.00033 0.00018 2.929 1.039 0.000
360 0.00055 0.00014 0.00036 0.00016 2.812 0.468 0.000
380 0.00063 0.00021 0.00044 0.00007 3.095 1.199 0.000
400 0.00077 0.00026 0.00046 0.00015 3.447 1.045 0.000
420 0.00091 0.00039 0.00074 0.00033 3.824 1.006 0.000
440 0.00085 0.00025 0.00058 0.00012 3.788 1.350 0.000
460 0.00113 0.00047 0.00088 0.00034 4.361 1.600 0.000
480 0.00183 0.00065 0.00122 0.00040 5.859 2.032 0.000
500 0.00224 0.00103 0.00133 0.00056 6.938 1.822 0.000
520 0.00368 0.00148 0.00189 0.00072 7.560 1.539 0.000
540 0.00415 0.00114 0.00268 0.00086 9.132 2.066 0.000
560 0.00520 0.00153 0.00375 0.00123 9.492 1.826 0.000
580 0.01121 0.00421 0.00680 0.00284 14.501 4.500 0.000
600 0.01066 0.00301 0.00693 0.00188 13.195 1.955 0.000
620 0.02708 0.00921 0.01171 0.00300 22.061 4.394 0.200
640 0.05089 0.02178 0.01026 0.00541 25.139 6.589 0.500
660 0.07563 0.02835 0.01060 0.00705 28.996 3.840 0.600
680 0.09528 0.01517 0.00520 0.00475 30.680 4.381 0.800
700 0.13071 0.01516 0.00357 0.00419 31.280 2.534 0.900
720 0.21704 0.01073 0.00113 0.00085 28.407 0.969 0.200
740 0.27806 0.01432 0.00046 0.00026 28.559 0.758 0.500
760 0.42658 0.02384 0.00018 0.00016 28.003 0.349 0.200
780 0.65738 0.05108 0.00011 0.00016 28.741 0.507 0.700
800 0.83476 0.04603 0.00000 0.00000 28.343 0.233 0.400
810 0.87145 0.02599 0.00000 0.00000 28.450 0.161 0.500
820 0.90906 0.01544 0.00001 0.00003 28.454 0.132 0.700
830 0.95700 0.00663 0.00000 0.00000 28.491 0.060 0.900
840 0.97296 0.00690 0.00000 0.00000 28.487 0.053 0.800
850 0.98039 0.00393 0.00000 0.00000 28.508 0.019 1.000
860 0.98929 0.00119 0.00000 0.00000 28.525 0.015 1.000
870 0.99147 0.00136 0.00000 0.00000 28.517 0.014 1.000
880 0.99447 0.00042 0.00000 0.00000 28.561 0.014 1.000
890 0.99573 0.00067 0.00000 0.00000 28.541 0.017 1.000
