300.0000 -141.8048 387.6610 0.0096 54.8983 0.5264 0.0096 10.0100
320.0000 -69.0070 380.4341 0.0114 53.8991 0.6153 0.0114 10.0100
340.0000 -156.2456 370.9767 0.0119 52.5689 0.6254 0.0119 10.0100
360.0000 -89.3968 360.8955 0.0088 51.1662 0.4522 0.0088 10.0100
380.0000 -94.5864 353.2377 0.0132 50.0952 0.6604 0.0132 10.0100
400.0000 -77.4991 347.3933 0.0191 49.2806 0.9397 0.0191 10.0100
420.0000 -83.3839 329.4339 0.0300 46.7385 1.4004 0.0300 10.0100
440.0000 -169.2661 319.9809 0.0363 45.3960 1.6507 0.0364 10.0100
460.0000 -111.3075 304.1063 0.0443 43.1503 1.9149 0.0444 10.0100
480.0000 -130.7218 291.1680 0.0541 41.3104 2.2387 0.0542 10.0100
500.0000 -170.9787 -273.6273 0.0933 38.7236 3.6217 0.0935 10.0100
520.0000 -229.5289 -223.4509 0.2188 31.0129 6.8956 0.2223 10.0100
540.0000 -211.7776 182.1178 0.3590 24.2548 9.1015 0.3752 10.0100
550.0000 -200.5328 -121.0309 0.6305 13.9111 10.1540 0.7299 10.0100
560.0000 -401.8345 89.6947 0.7862 9.0165 9.0307 1.0016 10.0100
570.0000 -310.3898 37.5396 1.0620 2.6032 4.6669 1.7928 10.0100
580.0000 -119.9751 -14.4365 1.1643 0.8133 1.8891 2.3227 10.0100
600.0000 -291.8555 7.1148 1.6977 0.1284 1.0058 -7.8354 10.0100
