# Cluster list (193 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 676 33.5198297467 323.2463395755 747.1898759006 53.142770772 -33.6975501344 -8.2935269856 170.1320953188 
2 515 29.8185569633 602.0654659352 262.5653918704 24.51548157 194.0798232855 114.4318305147 46.2781318472 
3 227 20.3781524184 330.9285344923 78.5768977736 5.7636637233 27.8402323592 32.1324010778 7.7968489388 
4 133 12.7395505625 53.3824906294 106.4936911923 2.4199667138 -10.4661609837 -8.8589544363 5.9135865091 
5 121 14.2644582177 132.0045009833 65.5364088353 5.933858425 -44.4771208421 23.8572455754 -14.4039788254 
6 59 8.0563984706 28.4814221408 34.5659496889 1.8581844872 -4.1484895046 -4.1330969716 6.7770255674 
7 22 5.1709518445 6.8127196364 19.6265423497 0.2994809917 -1.1880832045 0.0259481818 -0.980338719 
8 12 4.1096526387 8.7016878606 7.7582763947 0.4292805556 -4.0636468194 -0.0967898889 -0.8257313889 
9 10 3.72012817 6.76167009 6.9231425109 0.154541 0.584550529 0.2345563 -0.61552797 
10 8 3.4455949141 6.88901225 4.4835183123 0.49959375 -2.8164138 -1.49567875 1.2021617188 
11 8 3.5808853768 8.0003448594 4.3644342848 0.4579609375 3.4277595172 -1.5725226563 -1.0700670781 
12 7 5.5629603961 22.8430238526 7.0594555363 1.0440489796 -12.6626605665 -4.2369883816 2.3756404898 
13 7 3.0645291686 6.3435538412 2.8302749796 0.2175102041 -2.9628130306 0.9269629388 -0.1554006122 
14 7 2.8297881749 3.3350342857 4.4551566249 0.2175102041 2.1562168143 -0.2349557143 -0.5831582653 
15 5 3.2824258164 7.401896 2.64767924 0.724744 0.4290663 2.038598 0.7326864 
16 5 2.3365920741 2.5169685384 2.8147979824 0.127896 -0.1835779416 0.27354268 0.41033008 
17 4 2.5037190148 2.4311561875 3.7375339675 0.09991875 -1.8493078875 0.131354375 0.009973625 
18 4 2.5309580585 2.0946151819 4.1779085119 0.133225 -1.8597328444 -0.432734875 0.627279875 
19 3 2.6374070427 1.3753825756 5.2252666667 0.3552666667 2.5415336667 0.6819416667 1.3553666667 
20 3 1.7637396325 1.1694648889 1.82289038 0.1184222222 -0.2499626667 -0.1180977778 0.4593403333 
21 3 2.436077813 2.290358 3.5256948889 0.1184222222 -2.8312193333 -0.4421366667 0.5758077778 
22 3 1.7765707397 1.5309904822 1.5067908889 0.1184222222 0.5127810778 0.2508361111 0.4053122222 
23 3 1.9716515677 0.5187315756 3.2502561067 0.1184222222 -1.0400297733 -0.2473645556 0.519176 
24 3 1.7821757676 2.1589324822 0.8987957622 0.1184222222 0.5021686211 -0.3469122222 -0.3020821111 
25 3 2.1062481625 1.0956196067 2.9853950489 0.3552666667 -1.6014977933 0.5898886667 -1.018058 
26 3 2.1620820341 3.1146573889 1.2046746667 0.3552666667 1.3678683333 1.0200533333 0.5611266667 
27 3 1.9483247824 1.1437825689 2.5337646667 0.1184222222 -1.3082658667 0.1846737778 -0.5144066667 
28 3 2.2021930988 3.2776595556 1.4535726667 0.1184222222 1.6015093333 -0.5963288889 -0.2097533333 
29 3 2.1183852907 3.1812542222 1.1878797956 0.1184222222 -1.0279188889 -0.5779977778 0.0796511111 
30 2 1.1926421561 0.00570025 1.4166950625 0.0 0.089863875 0.0 0.0 
31 2 1.3545392648 0.14130081 1.56025081 0.133225 -0.46953669 -0.1372035 0.4559215 
32 2 1.4415270878 1.8188568225 0.1259185225 0.133225 0.4785684525 0.49225725 0.12952025 
33 2 1.3132444327 0.77000625 0.82137969 0.133225 0.79527825 0.3202875 0.3307995 
34 2 1.4183382001 1.610361 0.40132225 0.0 0.8039115 0.0 0.0 
35 2 1.2898812387 0.00534361 1.525225 0.133225 0.0902785 0.0266815 0.450775 
36 2 1.4501422344 1.69650625 0.40640625 0.0 -0.83034375 0.0 0.0 
37 2 1.5459482923 1.766241 0.4904901225 0.133225 0.93076515 0.485085 0.25562775 
38 2 1.566723546 0.0173317225 2.3040659472 0.133225 0.1998335097 0.04805225 0.554038975 
39 2 1.5407318488 2.193361 0.04726863 0.133225 -0.3219893935 -0.540565 0.0793559275 
40 2 1.3361290553 0.38875225 1.2632636025 0.133225 -0.700782825 -0.2275775 0.41024175 
41 2 1.2695271324 6.889e-05 1.61163025 0.0 -0.01053685 0.0 0.0 
42 2 1.8719841078 2.99809225 0.50623225 0.0 -1.23196225 0.0 0.0 
43 2 1.6942389066 0.13432225 2.6028982225 0.133225 -0.591292775 -0.1337725 0.58887275 
44 2 1.3286878362 1.61671225 0.015474116 0.133225 0.1581682425 0.4640975 0.045404175 
