# Cluster list (222 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 911 47.9073821714 289.8948915728 1894.4615203288 110.760854618 -24.8940011476 15.6055765439 -443.947328385 
2 643 32.4217358629 519.2389546506 517.5739619274 14.3560397839 284.7303549669 72.0233643836 59.8196403713 
3 438 23.432879688 278.4363797552 265.6929484946 4.9705222222 -71.6755244238 18.7831511072 -20.8501164477 
4 194 16.7718601032 190.3916527725 88.6118542136 2.2917843368 -45.0154079759 9.7603004164 0.1331284388 
5 67 9.4957690877 37.0159732814 51.8988671321 1.2547901537 -0.6214968231 3.9018795968 -3.3752833883 
6 24 8.9403820424 52.552054626 24.1846771328 3.1936993056 -19.9007640777 -11.5554010754 6.5989057187 
7 18 7.1425087239 11.2003144636 38.142402519 1.6727138889 -15.508841347 2.5630056667 -7.6517767597 
8 15 4.3423452973 10.3165727517 8.1983339289 0.341056 -2.9978501027 0.43688748 0.6526394667 
9 15 4.1994060332 8.9038591829 8.2432522933 0.4878995556 -2.803209904 1.5242331867 -0.1949294667 
10 12 4.2173658964 11.5329525764 6.0348815556 0.2183409722 1.3365148889 0.0541670139 -0.3509677778 
11 12 4.5926936646 15.0856830208 5.6222798542 0.3848722222 -1.5849163958 0.2266041667 -1.2713558333 
12 12 4.7330774668 9.3495316169 12.6232101339 0.4292805556 -6.9534646958 -1.190985875 0.7280756389 
13 11 4.5694711254 8.2316963306 12.0229832587 0.6253867769 -4.2821107479 1.8715329752 -1.8526163223 
14 10 3.6607896595 8.1189490347 5.0905878962 0.191844 0.9840063264 -0.4572793292 -0.586830356 
15 9 4.6649843687 18.227682 3.0475502469 0.4868469136 0.1268779259 2.7337418519 -0.2529224691 
16 9 4.7601375625 18.8958849136 2.9209111202 0.8421135802 4.1045086642 -3.6965397531 -0.8117455802 
17 7 3.8903810002 10.7763364898 3.9889604898 0.3697673469 -4.6701502041 -1.8839959184 0.6023244898 
18 6 3.3363673223 4.0137178056 6.8659818814 0.2516472222 -3.8859199139 0.6058797222 -0.7460701389 
19 6 3.6746412152 5.8943072225 6.6465002822 0.9621805556 -4.8127129133 2.05821675 -2.4921632222 
20 6 3.046192069 2.2454029822 6.8562498056 0.1776333333 -1.8781056111 -0.533557 0.1913816667 
21 6 2.6282301452 1.1185127981 5.3005892314 0.4884916667 -0.5928102619 -0.3294185833 1.57057675 
22 6 3.365764849 4.1555682411 6.2106242222 0.9621805556 -1.969383475 -1.8419207917 1.3655461111 
23 5 2.4074112333 2.21902744 3.3634414064 0.21316 1.264928656 -0.06424 -0.7817278 
24 5 2.2555037043 2.14990336 2.6389696 0.298424 -1.0843194 0.7655072 -0.618164 
25 5 2.9539732429 5.94417136 2.56862656 0.21316 -2.79761316 0.890746 -0.240316 
26 5 3.3645898428 0.76591216 10.0003366505 0.554216 -0.4692806276 0.3106296 -2.152213156 
27 5 2.3139679828 3.2240150256 1.8320088 0.298424 0.76388896 -0.98048928 -0.213452 
28 4 2.2547541027 3.7098766569 1.2408144069 0.133225 -1.1655333444 0.647756375 -0.180647625 
29 4 2.462959075 3.472569905 2.4603725 0.133225 -1.563917025 0.29738375 0.30076 
30 4 2.3846041564 2.1176556875 3.4687625454 0.09991875 -1.7643645984 -0.367053125 0.4990838906 
31 4 2.4001574248 1.4837434819 4.1770934319 0.09991875 -1.3597376644 -0.0094854375 0.1109919375 
32 4 2.4469925802 1.2927675 4.4285551875 0.26645 1.08144825 0.150015 1.056675 
33 4 2.3312169267 2.7308936875 2.5704536719 0.133225 -1.4722397613 0.02323225 0.324895625 
34 4 2.0155439959 1.4830914119 2.3128761875 0.26645 1.0795490313 0.47440875 0.7612075 
35 4 2.1727968439 3.4511386875 1.1699886875 0.09991875 0.2624519375 0.074323125 -0.279726875 
36 4 2.1579130466 2.3117595469 2.21160417 0.133225 -1.3025421125 -0.041929375 -0.248638 
37 4 3.0082605668 7.9353339725 0.847847665 0.26645 -1.8694154475 1.3691515 -0.29661725 
38 3 2.3499179177 1.2562091089 4.1474828889 0.1184222222 -1.8563300556 0.1752892222 0.1042277778 
39 3 2.4531441503 4.7171048889 0.9455446667 0.3552666667 -2.1087933333 1.2940466667 -0.5793766667 
40 3 1.679187535 1.4717623267 1.2294862289 0.1184222222 -0.3707546067 -0.3265533333 -0.1462595556 
41 3 1.6417945805 1.1621985622 1.41486866 0.1184222222 -0.3079889233 0.3597521111 0.0017033333 
42 3 2.0794346331 2.9285840422 1.2770421287 0.1184222222 -1.9143215468 0.5052248889 -0.3586011444 
43 3 1.8618600443 1.2742426022 2.073858 0.1184222222 0.4827629 0.0166521111 -0.46647 
44 3 1.5292589667 1.1315158252 1.2071171622 0.0 -0.0494333784 0.0 0.0 
45 3 2.6544191388 6.2029974156 0.4876768822 0.3552666667 -1.2577890911 1.4844063333 -0.3040936667 
46 2 1.4168655908 1.8185871025 0.055696 0.133225 0.3182578 0.49222075 0.08614 
47 2 1.4492837886 0.08508889 1.88210961 0.133225 0.40018323 -0.1064705 -0.5007435 
48 2 1.366424257 0.9409 0.79299025 0.133225 0.863785 -0.35405 -0.3250325 
49 2 1.4258525309 1.89392644 0.139129 0.0 0.5133226 0.0 0.0 
50 2 1.2769161915 0.87160896 0.625681 0.133225 -0.7384776 0.340764 -0.288715 
51 2 1.536803722 0.18421264 2.04432804 0.133225 -0.61367016 0.156658 -0.521877 
52 2 1.4641210061 1.9194024306 0.09102289 0.133225 0.4179827225 0.505680125 0.1101205 
53 2 1.4405274911 0.03150625 2.0436132025 0.0 -0.253745125 0.0 0.0 
54 2 1.3738108494 1.6641 0.22325625 0.0 0.609525 0.0 0.0 
55 2 1.4121689878 0.10272025 1.758276 0.133225 -0.424983 -0.1169825 0.48399 
56 2 1.3016419949 0.9298166329 0.63123025 0.133225 -0.766112515 -0.35195855 0.2899925 
57 2 1.4698244121 1.6849338025 0.342225 0.133225 0.75935925 0.47378825 0.213525 
58 2 1.6077429086 2.43204025 0.01957201 0.133225 0.21817405 0.5692175 0.0510635 
59 2 1.2131092284 0.038809 1.2996 0.133225 0.22458 -0.071905 -0.4161 
60 2 1.7580012969 1.41229456 1.545049 0.133225 -1.4771812 -0.433766 0.453695 
61 2 1.3888814393 1.2189264025 0.57684025 0.133225 -0.838525975 -0.40297825 0.2772175 
62 2 1.5433286267 0.003136 2.24550225 0.133225 0.083916 0.02044 0.5469525 
63 2 1.8443925158 2.2953765025 0.97318225 0.133225 1.494596825 0.55299325 0.3600725 
64 2 1.6671117547 1.07163904 1.5743975625 0.133225 1.2989172 0.377848 0.45798375 
65 2 1.4266316273 1.63686436 0.39841344 0.0 -0.80755728 0.0 0.0 
66 2 1.3316291676 0.77123524 1.002001 0.0 -0.8790782 0.0 0.0 
67 2 1.4603126626 0.63984001 1.4926730625 0.0 0.977277825 0.0 0.0 
68 2 1.3573176167 1.25014761 0.4589385025 0.133225 -0.757456845 -0.4081065 0.24726925 
69 2 1.3861934389 1.380625 0.40768225 0.133225 -0.7502375 0.428875 -0.2330525 
70 2 1.3747380569 0.7467552225 1.0099245025 0.133225 -0.8684275425 0.31541475 -0.36680675 
71 2 1.4393066247 1.378276 0.56010256 0.133225 0.8786216 0.42851 0.273166 
72 2 1.493362723 0.231361 1.8655462225 0.133225 -0.65697385 0.175565 -0.49853525 
73 2 1.5193663885 0.2264332225 1.948816 0.133225 -0.6642866 0.17368525 -0.50954 
74 2 1.4627991653 0.7910501481 1.21550625 0.133225 -0.980574525 -0.32463465 0.4024125 
75 2 1.6487543912 0.5482662025 2.03689984 0.133225 -1.05677024 0.27026425 -0.520928 
76 2 1.3969740513 0.17598025 1.77555625 0.0 -0.55898375 0.0 0.0 
77 2 1.4600098949 1.8026418906 0.1957620025 0.133225 -0.5940444313 -0.490058125 0.16149425 
78 2 1.2248811942 0.71622369 0.78411025 0.0 -0.74939865 0.0 0.0 
79 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
80 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
81 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
82 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
83 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
84 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
85 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
86 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
87 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
88 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
89 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
90 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
91 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
92 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
93 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
94 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
