# Cluster list (2159 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 312 5.8146519759 6.6532887684 13.0989315188 14.0579573136 1.9450687085 -0.7092217967 -1.1674764955 
2 193 4.3462481985 7.6011893633 4.7661516662 6.5225323739 0.3315878183 -4.2672657303 -0.416656724 
3 178 4.5323119126 5.8760827906 9.8502284343 4.8155400484 0.5208996614 2.8265466813 -2.3389760767 
4 161 4.5929422196 5.6205791152 4.8825498854 10.591989232 1.1202611098 -3.9096362758 -1.3219070153 
5 135 3.8627851083 2.4914511053 8.9441913409 3.4854663469 -1.1003941983 -0.0281072287 1.9504705815 
6 99 3.8246247678 7.0390218095 5.445706826 2.1430259792 1.0417556548 1.378141364 -0.0022759688 
7 92 3.6205411343 4.3010195116 4.0997070883 4.7075915051 -2.3706657028 -1.4579345856 1.9985960992 
8 80 3.5227098452 4.1198213905 3.1162143583 5.1734489044 0.7848179397 -1.5818604268 -0.4278649384 
9 68 2.8596937931 2.5500394048 3.5117391563 2.1160700294 1.3606018716 0.0882983381 -0.251165538 
10 61 3.1819768625 2.3360986607 4.3296926901 3.4591854027 -0.8619702253 1.1886840258 -2.6489093171 
11 60 2.8775253215 2.5632552901 3.5965385015 2.1203581843 1.4659012759 -0.6702549459 -0.1562519351 
12 53 2.5959648339 2.3769473718 2.5007169172 1.86136913 -0.9081507434 -0.052428507 0.8282552113 
13 51 3.5418410898 5.5626194822 3.4811132689 3.5009055545 -2.5281743897 2.9426613023 -2.0368827064 
14 48 2.4981350896 1.6781359288 1.8703464116 2.6921965857 -0.3599770697 0.8240298913 -1.4144211381 
15 40 2.627700278 1.920467944 3.7428578309 1.2414829758 -1.6211297017 0.4335906915 -1.2309622717 
16 38 2.1085381268 1.1385226306 2.0530530176 1.2543573837 -0.0038126184 -0.5223381051 -0.0563393925 
17 38 2.8039923666 5.9953248722 1.2670803156 0.5999680044 -0.5585216728 0.0413927411 0.0939933632 
18 36 2.4370882881 0.6217174666 3.3679900134 1.9496918442 -0.3740593308 -0.6247744591 0.0596748008 
19 34 2.7563047796 0.6476549266 5.8335873463 1.1159737653 0.3369327762 0.2184635279 -1.5538634675 
20 33 2.3087374444 1.8499224149 1.7137349578 1.7666112144 0.6103533041 -0.3829413945 -0.8271706344 
21 31 2.6263989132 2.5100137675 1.6276458398 2.7603116438 -0.4188709954 -1.7917843379 0.0416632221 
22 30 2.0561336105 1.8986110857 1.5323611322 0.7967132063 0.0133002185 0.0877040578 0.2032873586 
23 30 2.5720741537 2.2879496148 1.4566294256 2.8709864116 1.2856963063 -1.2596259397 -0.8074455286 
24 29 2.5508105952 2.3130463387 2.6927276363 1.5008607176 -0.9836392823 -0.9724908407 -0.2251309875 
25 29 2.8973194893 0.3988586741 2.7290351 5.2665664489 0.0804504553 0.5493624214 2.0286829049 
26 29 1.8814565994 1.5321422823 1.2745951178 0.7331415355 0.1915798315 -0.0407492744 -0.0431747809 
27 28 2.1930162557 0.6884426202 1.1416480184 2.9792296593 0.2400217017 0.4626564764 1.3098424186 
28 28 2.1196282733 1.9502965446 0.9868989908 1.5556284817 -0.0678299856 -0.1057660235 0.5039771786 
29 27 2.5637209407 0.7960937321 1.7231647457 4.0534065839 0.7465874271 0.8963865603 1.6917394775 
30 27 2.002440696 0.8457179094 2.0607419523 1.1033088793 -0.2845652029 -0.2709332093 0.9705494551 
31 27 2.431527137 3.5958176136 0.8302212439 1.4862853604 0.1966971614 -1.2828977737 0.1140992347 
32 26 2.3744710838 1.3829442757 0.967368778 3.2877998744 0.8047409032 1.0735171658 0.8810801375 
33 24 2.3614791103 1.6406213333 2.5348205557 1.4011416996 -1.7028591213 -0.07929399 0.4030836656 
34 23 2.0261165617 1.0942085677 1.7872393234 1.2237004306 0.8568860686 -0.2559294192 0.3787064159 
35 21 1.6708843604 1.5719837663 0.8272219 0.3926488796 0.0453251492 -0.0531334047 -0.0497817604 
36 20 2.0424973939 1.9267633845 0.7742153173 1.4708169024 0.5652766102 -0.5985354927 0.2956410454 
37 20 1.919378915 0.9852190966 2.1710157539 0.5277805689 -0.5082050935 -0.1886669765 -0.1733207091 
38 20 1.9321510493 1.5689844465 0.6367567981 1.5274664327 -0.2955582127 0.6593828331 -0.5527367313 
39 20 1.5910988468 0.8958253011 0.9586031296 0.6771671096 0.3228703634 -0.0576432649 0.0486183744 
40 19 2.0603623689 2.3535022777 1.0676788263 0.8239119872 -0.2903688653 -0.4347257928 -0.1283306437 
41 19 1.6959996162 0.8878782008 1.0782827637 0.9102537337 -0.1051164398 -0.0834439236 -0.3386630795 
42 18 1.8603046656 1.1365577978 1.5305492665 0.7936263847 -0.7506232295 0.2519927939 -0.7631805414 
43 18 1.7570613077 0.6478700367 1.0119766926 1.4274177099 0.3307266726 -0.4594498885 -0.7630625852 
44 18 1.632148151 0.3881457042 1.4059728425 0.8697890402 -0.0323973049 -0.1337648211 0.4073629116 
