# Cluster list (1557 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
2 377 8.4870687893 46.9193204245 7.8040090689 17.3070071411 1.9038632457 -18.7405299975 4.0280119254 
3 130 4.9905356951 4.8495611226 2.6098342602 17.4460511417 0.5930421312 -4.6240660975 -1.8909390316 
4 70 4.0257217059 9.0216360737 5.1867490288 1.9980501508 2.706889842 -1.5617152775 -1.9464389422 
5 59 3.0907857864 3.9137370985 2.7872463216 2.8519733572 2.0194592594 -0.6628092798 -1.0253174882 
6 58 4.2663177941 9.1445913202 3.7565206312 5.3003555688 3.5519081512 5.5178992611 1.4673496859 
7 50 2.8961575759 3.6205143481 2.3754818104 2.3917325458 -1.0978901559 -2.1645618929 1.4834031725 
8 45 3.082052206 4.3116958884 1.4967623719 3.6905875399 -0.0989339713 0.0928809068 -0.777199118 
9 36 2.6461987705 1.2404747899 1.1356188695 4.6262742738 -0.3198301509 -0.8553114735 1.4133364266 
10 36 2.2148055668 2.4547404665 1.3430324834 1.107590749 -0.030380604 -0.233690368 0.2845424483 
11 34 2.0825574588 2.3063045567 0.953358422 1.0773825904 -0.8542336616 0.2175900703 0.040978482 
12 31 2.8373979032 2.3364637714 4.3805522841 1.3338108059 -2.6328364491 -0.6639800689 1.2726153805 
13 31 2.5547773304 2.9485765683 3.0643783657 0.513932274 -1.9551463353 -0.2090462163 -0.2350384874 
14 31 2.2547567936 3.0093129557 1.3017902659 0.7728249768 0.2967902034 0.4178162558 -0.3156465554 
15 30 1.8128081318 1.1037510582 0.8737757187 1.3087465458 0.1892032088 0.0898318632 0.3233805073 
16 29 2.3035848218 0.9937156333 3.5103390316 0.8024483662 -0.7891196506 -0.0852665569 -0.5780570499 
17 29 2.1058475264 0.6110571447 2.103375739 1.7201609209 -0.1946237263 0.3701126803 0.3136532114 
18 29 2.227758802 3.0102147221 0.9894921566 0.9632024011 -0.2938501864 -0.6752200837 -0.2431700352 
19 28 2.5748496538 0.9674012904 2.0343826924 3.6280667568 -0.2232364823 -0.1630533276 0.0393383258 
20 28 2.2338548614 2.1435038193 1.3184406043 1.528163118 0.6364709784 1.1972440416 -0.0285311179 
21 28 2.2984684736 0.7552318296 2.7106480573 1.8170774373 -0.5286752376 0.0380654765 -0.5733685119 
22 25 2.4902115799 2.8185866382 1.4299144465 1.9526526282 -1.2034435254 -0.7004844156 0.1101721537 
