# Cluster list (1359 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
2 88 3.1652684913 2.4572570195 3.404016322 4.1576512808 1.0256457573 -1.0328790575 -0.2319733164 
3 68 4.1436970497 2.3417001497 9.6347208765 5.1938042132 2.7087831508 -2.2811755713 -5.7185355677 
4 63 3.5128945077 2.4797637032 4.9580002278 4.9026638912 -1.9725795573 -1.0480505613 2.8568392811 
5 52 2.844071435 3.0325507887 2.8643332656 2.1918582733 -2.0072943053 -0.0375341413 -0.7983141414 
6 34 1.9120222606 1.5662210336 0.7007325376 1.3888755536 -0.3629634291 -0.1121093757 0.1175804096 
7 33 2.3677981751 1.6562153691 1.8097121628 2.140540666 -0.7564397444 0.6609793046 -1.1929926417 
8 33 2.6696621221 2.5700346285 2.7310898508 1.8259713666 0.7880967372 0.3571902361 1.2222339786 
9 25 2.3155367656 1.6734926553 1.5570100749 2.1312077826 1.093923402 1.3793066712 0.768831286 
10 24 1.5217525386 0.6495297972 0.7541543817 0.91204661 0.2873622976 -0.0187914625 -0.4255232029 
11 24 2.1906335662 2.9301714821 0.5403669491 1.3283369904 0.4544031821 -0.2001630079 0.0359682825 
12 24 2.1005840138 2.4592941819 0.7140854783 1.239073539 -0.4149876086 -1.0997425296 0.5712643597 
13 23 2.2345992021 1.1892427277 2.2502799992 1.5539108673 0.0194073199 -0.193646698 1.0355919215 
14 23 2.0112590853 2.0487789834 0.5676615851 1.4287225398 0.0520982095 -0.5468950471 0.461976049 
15 23 2.1447997795 1.7526724742 2.529595012 0.317898608 0.5875963202 0.0091187884 -0.1842793035 
16 22 1.9111887151 1.4831830494 0.8580376814 1.3114215739 0.0438265937 0.2666952263 0.2022396335 
17 21 1.7338783742 1.2926526832 0.9696746086 0.7440069247 0.2539732667 0.4937818906 0.2020865129 
18 21 2.0797027792 1.0116670459 1.664767346 1.648729258 0.5383935314 0.182527595 0.1822357275 
19 19 1.9812573699 0.5279011257 2.2565114355 1.1409682045 -0.4267424093 -0.1001512388 1.0239447988 
20 18 2.4018470852 1.0080518077 0.4645705883 4.2962470247 0.3172455892 -0.0936055367 0.6631805428 
