# Cluster list (1781 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 1688 13.2859662347 49.4613375215 90.5404880655 36.5150732037 21.6282628725 6.7932885005 -6.5331255142 
2 731 9.6137913336 12.9206758948 52.62360307 26.8807048409 -0.7972205834 -2.5010306244 20.306842984 
3 458 7.3607377667 12.2418820171 23.5426905231 18.3958879301 -7.5979321195 -1.4575727071 -10.4579785138 
4 351 5.1456301749 4.6335335969 5.3081699914 16.5358063082 0.255475765 -0.9477861256 -1.7875683058 
5 347 6.3435155106 4.5289932536 14.0802020699 21.6309937092 -0.2309113067 1.9084106402 -9.2895022253 
6 239 6.1319269169 26.8338624345 5.712929674 5.0537356055 2.1485128317 3.456443273 0.3916892372 
7 229 4.8732712683 4.7257146443 10.5483359407 8.4747222691 2.1899899392 3.2845020241 0.4265639433 
8 124 3.9169839283 2.0106110685 6.4617172666 6.8704347596 -0.7584884624 1.08193531 1.6451370535 
9 122 5.6367539339 5.815814446 9.9887420205 15.9684384448 -1.8436511809 -6.7102841761 8.260208757 
10 82 3.2167568225 4.8459168932 1.789531242 3.7120763201 -0.3707927975 0.5298751317 0.2537776136 
11 73 2.8359497984 3.2490055053 2.3266322984 2.4669734551 0.7494202544 -0.5174707456 -0.7165919526 
12 70 3.8980432621 1.2048153535 11.8795546494 2.1103712701 -0.8899430429 -0.4343069698 0.4935785834 
13 61 3.018720872 3.5612095246 2.6477706939 2.9036954846 0.8198044923 1.6768195163 0.0843823986 
14 61 2.6391900917 2.4593578 2.4611697349 2.0447968054 0.3414891265 0.3306541641 -0.3594207047 
15 60 3.0474225405 4.9503831133 2.41248431 1.9239167172 -1.3638937871 -1.3744211894 0.5722103653 
16 56 3.0084897235 4.5888249531 2.0349428519 2.4272426117 0.6043905192 -0.5358166717 -0.3152575559 
17 47 2.7556203668 1.2018762027 5.2258382506 1.1657291527 -0.6626969946 0.2396341726 -0.1070253246 
18 45 2.5224546799 1.2821837909 2.7569439962 2.3236498252 -0.0097987957 -0.7941030974 -1.1685784624 
19 43 3.316040839 1.1784992659 8.4931580211 1.3244695587 -1.2181611101 -0.0466053249 -1.8272365397 
20 35 2.7641445492 3.3481733699 2.4884268251 1.8038948939 -0.4663321983 0.1819828445 1.6128097241 
21 26 1.9748024525 1.1805045842 0.9577871815 1.7615529607 0.3335740837 -0.0481879997 -0.1520658732 
22 24 1.8220361014 0.9216600591 0.5291440389 1.8690114566 -0.1016933043 -0.3482580733 0.1838834038 
23 21 1.949143924 1.3404183729 1.3731273561 1.0856163073 -0.7710480705 -0.1985303387 0.0204456933 
24 21 2.5849040251 2.2813711194 3.7023174625 0.6980402373 -1.971707934 -0.2218741417 -0.570650501 
25 21 1.8456069157 0.8959143113 1.2491080803 1.2612424958 0.7233914471 -0.1405193237 0.010589196 
26 19 2.0658702389 0.7135179314 2.9764959381 0.5778059746 -0.5630071717 -0.0893826924 -0.066350876 
27 19 1.9598279042 0.7893221952 1.0343183859 2.0172848331 -0.2763034755 -0.2296732301 0.4640408888 
28 19 1.8129284418 0.9482116993 0.560532859 1.7779649767 0.1327970043 -0.5989973835 0.2855519089 
29 19 2.6766518817 4.2944929604 0.7204945083 2.149477827 1.2520384155 -2.398799437 -0.8341562736 
30 19 1.6860244028 0.4354087919 0.9476686695 1.4596008255 0.0520766079 0.2409882911 -0.2005219072 
31 18 1.7712883146 1.3381294222 1.0505392432 0.748793628 0.086612757 -0.2694072869 -0.1719718916 
32 18 1.7706349719 0.7560038303 0.6920133442 1.6871310291 -0.1690595196 0.3298459235 0.1958432482 
33 18 1.6925788524 1.1129099154 1.040128092 0.711785164 -0.3238012986 0.2358212976 -0.1158735429 
34 17 1.7023027678 1.0372091129 0.514469599 1.3461560015 -0.2438775376 -0.5279442228 0.2083460764 
35 17 1.8973718017 1.8022662735 1.1133249422 0.6844285382 0.1518662058 0.2229216883 0.2403075607 
36 17 1.6661487498 0.7150178625 1.0764791656 0.9845546285 -0.0298077992 0.3013058532 -0.0894101564 
37 17 1.9775706196 0.3060827544 2.7157134507 0.8889893505 0.2853521709 -0.0700654306 -0.4517221213 
38 16 1.9445566514 0.5701858527 2.0525492114 1.1585655065 0.2961433122 0.088983511 0.7505148167 
39 16 1.9909159915 0.4179140337 2.5742752571 0.9715571945 0.3052209423 0.1089737057 0.0097562294 
40 16 1.7960378947 1.1607185674 1.2999649696 0.7650685823 -0.2927101158 0.4762041107 -0.550381504 
41 16 1.7676984607 0.4802650761 1.3464991247 1.2979936472 -0.4818829734 0.0621578192 0.3045661168 
42 15 1.7715247221 0.6015323001 1.4614007825 1.0753667585 -0.2177889333 0.1496323616 -0.9193198038 
43 15 2.2373166281 0.2854601486 1.5966361212 3.1234894246 0.3923488903 -0.0355470454 0.9632335588 
44 15 1.6945610836 1.0437749118 1.1479884667 0.6797738876 0.0191886097 0.0546465545 -0.337827088 
45 15 1.7998137504 1.1055431251 1.3712707206 0.7625156905 1.0268921323 -0.2014091782 -0.1636496928 
46 14 1.5476943003 0.8054021554 1.0287533152 0.5612021766 0.4531388068 -0.4811032225 -0.097294578 
47 14 1.8160928816 0.4446767504 1.4286643053 1.4248522988 0.3755178431 0.1771941456 0.3401400598 
48 14 1.9114375082 2.4755023735 0.4692471337 0.7088438407 0.6050501524 -0.4090213065 -0.1033706799 
49 14 1.898818816 2.2008057913 0.9433715061 0.4613355986 -0.564897711 -0.2231700054 0.2184082181 
50 14 1.8813179453 1.5014062767 1.3521098038 0.6858411306 1.2515402704 -0.2749051623 -0.4441475072 
51 14 2.3322674019 2.8202198826 1.8496283642 0.7696229874 2.1112440061 0.7962599433 0.6424900196 
52 14 1.78399436 0.3901898692 2.4845583941 0.3078876131 -0.1764285351 -0.0714214394 0.2255050604 
53 14 2.0157696786 2.5015603941 1.3506590253 0.2111079777 0.3017590888 -0.0321219282 -0.2884740997 
54 13 1.7679040907 1.0373538002 1.3256247054 0.7625063684 -0.8017245655 0.3287756186 -0.3655820151 
55 13 1.4585211978 0.9259967355 0.6220484052 0.5792389437 -0.0416271542 -0.2941426206 -0.223584556 
56 13 1.3891533041 1.2008244424 0.4523991699 0.2765232899 0.2385454436 -0.2607396588 -0.2016372408 
57 13 1.6840548021 0.3409502544 2.0544194624 0.4406708595 0.018769968 -0.1477314863 -0.4118106701 
58 13 2.0495014068 0.3054660724 1.7518812264 2.1431087175 -0.111708713 -0.3391824302 -0.7497027747 
59 12 1.7902791063 1.0077008752 1.3398619852 0.8575364181 -0.861529489 -0.3337075984 0.4041093154 
60 12 1.4922496899 0.5175148091 0.6508483481 1.05844598 0.1386156626 0.31828962 -0.367896315 
61 12 1.8009610016 0.8718830085 1.2486502708 1.1229272499 0.3152294913 -0.4415348225 -0.7726905385 
62 12 2.4406943918 1.4133442369 4.2268385083 0.3168063691 -2.1434661037 0.4461695742 -0.8734967101 
63 12 1.4556283103 1.1178532863 0.4275466998 0.5734537918 0.3721762643 -0.2674595364 -0.0148497042 
64 12 1.7240972185 0.5492060774 1.2084714091 1.2148337322 -0.2509118762 -0.2813669053 -0.6088560006 
65 12 1.6180002161 0.8802081019 0.6350666714 1.102649926 0.340152483 -0.6660543828 -0.5694971919 
66 11 1.6771578298 0.3737309493 0.8378571434 1.6012702934 -0.3058005078 -0.4902920467 0.956554872 
67 11 1.523571528 0.3375892388 1.0433989806 0.9402819814 -0.3634039456 -0.438265238 0.8030831256 
