# Cluster list (1633 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 5141 19.5043362456 111.8285606684 152.8340052183 115.7565664962 67.0340068911 -35.060211309 -41.0080504284 
2 129 3.5464487067 6.6208076623 2.6670959616 3.2893948055 0.3442875441 2.3644494761 0.1001324841 
3 99 3.4553527999 5.0256392858 4.1899447437 2.7238789423 0.4064809505 -1.3796195748 0.2298036766 
4 81 3.0813112515 4.5660226222 3.3601349796 1.5683214268 -0.1811115154 0.314225581 -0.7072758335 
5 59 2.7085608186 1.4767613762 4.1994051103 1.6601352218 0.4466471777 0.070620514 1.0715836473 
6 40 2.8266859364 2.3626671188 1.70351483 3.923971434 0.2240196128 2.1543038745 0.278540768 
7 39 2.7707810869 1.4499371378 2.548519209 3.6787714849 -1.3146003466 0.5581131699 -0.87802034 
8 34 2.2041435634 0.9552736737 0.8052779143 3.0976972601 0.2081591943 0.5026287491 -0.3593812945 
9 27 2.6096224906 0.6313195412 0.7587773327 5.4200326697 0.2215998627 0.3024016002 0.3676889399 
10 27 2.7982927125 4.1772454133 2.3903076188 1.2628890728 -0.4029471637 -0.3241622444 -0.7425443223 
11 27 3.1584836 4.70815522 4.2375080521 1.0303553792 -2.8968018122 1.640392681 -1.0817749818 
12 27 2.4486111092 3.1163590108 1.6942944146 1.1850429385 -1.5721604307 1.1544620068 -0.8314093821 
13 21 2.1145320246 0.5285046532 2.8673516881 1.0753893419 -0.2408207182 0.2844085915 -0.4111346546 
14 21 2.2939866588 1.721387079 0.9931612489 2.5478264628 -0.8583462891 -0.6550446166 0.5935193217 
15 20 1.7870547403 0.347744093 1.3171614999 1.528659052 -0.187658329 -0.0818699968 0.1127877676 
16 19 1.9400020973 0.4356954984 2.0164754162 1.3114372227 0.4212104064 -0.0750619612 0.6832176004 
17 18 1.8094582005 0.7850033314 1.660937759 0.8281978888 -0.4717664931 -0.1220405467 0.6579338051 
18 18 2.0475524673 0.7498243587 1.1710816205 2.2715651269 -0.5726667265 -0.4425473932 1.1089091531 
19 17 1.9263211197 0.976588419 1.6358519619 1.0982726752 0.8237251954 0.412808127 0.5591411365 
20 16 1.9107777343 0.4931624515 1.3595800511 1.7983290473 -0.2324071721 0.2650828776 -0.7130600127 
21 16 1.6257969893 0.6771983094 0.684308329 1.2817092121 -0.3258425051 -0.060842352 0.2227398374 
22 15 2.1285700774 1.5895721481 0.4461055811 2.4951328452 0.2615852076 -1.6601130176 0.0452478585 
23 15 1.923413318 0.6059255852 2.1458551484 0.9477380583 -0.8098595703 -0.2181485395 0.5038333366 
24 14 1.6854199252 0.3827390992 1.8844464776 0.5734547474 0.0658148001 0.0144627087 0.5477879374 
25 14 1.6404717809 1.0874620347 0.475695776 1.1279898531 0.247116302 0.4743062965 0.2955957718 
26 14 1.5144051544 0.6147391464 0.5709830369 1.1077007885 -0.0790682263 0.2142223015 -0.2094094833 
27 14 1.6027456789 1.1918590807 0.6561034683 0.7208311622 -0.0773777275 0.6160587959 -0.0296730596 
28 13 1.9150681157 0.9227990779 0.4264178044 2.3182690057 0.1341949678 0.8300218661 0.7602875479 
29 13 1.6618562287 0.4163139634 1.5978393315 0.7476128301 0.1257254402 0.0218101058 -0.3333894574 
30 13 2.4393023563 1.2567963536 0.9268755714 3.7665240602 -0.8166799493 1.8814272318 -1.4366703388 
31 13 1.6523272943 0.8313110736 0.7342317453 1.1646426684 -0.1744407376 -0.3886555791 -0.3402562801 
32 13 1.521847864 0.4668923336 0.9835141244 0.8656144632 0.1140849527 -0.2821703886 0.1668984054 
33 12 1.7334509158 1.6727318991 0.7694197508 0.5627004274 -0.4712304509 0.6874691613 -0.4230108389 
34 12 1.5172129408 0.9289513392 0.5630434756 0.8099402931 0.2362884368 -0.6553405611 -0.4383731394 
35 12 1.5936917622 1.7149285038 0.1535112152 0.6714137139 0.3299949117 -0.3261365716 -0.1468354325 
36 12 1.5909823134 0.5695683703 1.4459007875 0.5157555639 0.399137831 0.0629785051 0.6419004342 
37 12 1.3554947493 0.7244766841 0.5621490785 0.5507402528 0.0876506035 0.1646176865 0.1092527452 
38 11 2.0997790441 0.3173481662 3.6529335787 0.438790289 -0.298700331 0.2062350831 0.1566902769 
39 11 1.7321231397 1.5352802129 0.4862091899 0.9787611682 -0.6697293398 -0.9583829019 0.5279825225 
40 10 1.4529262112 0.15360887 1.3864341209 0.5709515844 0.062111419 0.218177066 0.0779468396 
41 10 1.9162017506 1.1121860924 0.9070935985 1.652549458 0.764285242 -0.744704544 -0.946325963 
