260 0.99885 0.00012 0.00000 0.00000 18.458 0.002 1.000
280 0.99848 0.00018 0.00000 0.00000 18.457 0.002 1.000
300 0.99805 0.00017 0.00000 0.00000 18.458 0.003 1.000
320 0.99724 0.00032 0.00000 0.00000 18.456 0.003 1.000
340 0.99618 0.00031 0.00000 0.00000 18.458 0.002 1.000
360 0.99418 0.00065 0.00000 0.00000 18.456 0.004 1.000
380 0.99265 0.00042 0.00000 0.00000 18.459 0.004 1.000
400 0.98782 0.00098 0.00000 0.00000 18.456 0.009 0.900
415 0.98115 0.00118 0.00000 0.00000 18.452 0.009 0.750
420 0.98174 0.00186 0.00000 0.00000 18.450 0.008 0.700
425 0.97678 0.00063 0.00000 0.00000 18.450 0.007 0.625
430 0.97467 0.00244 0.00000 0.00000 18.467 0.004 1.000
435 0.97011 0.00152 0.00000 0.00000 18.440 0.013 0.500
440 0.96237 0.00329 0.00000 0.00000 18.462 0.014 0.700
445 0.95612 0.00266 0.00000 0.00000 18.455 0.018 0.625
450 0.94824 0.00340 0.00000 0.00000 18.455 0.020 0.625
455 0.93744 0.00459 0.00000 0.00000 18.457 0.011 0.750
460 0.92439 0.00360 0.00000 0.00001 18.455 0.022 0.600
465 0.91392 0.00426 0.00001 0.00001 18.466 0.029 0.750
470 0.89399 0.00550 0.00001 0.00001 18.461 0.037 0.625
475 0.87285 0.00928 0.00001 0.00001 18.486 0.039 0.875
480 0.84822 0.00814 0.00003 0.00001 18.419 0.056 0.400
485 0.81966 0.00989 0.00003 0.00001 18.475 0.026 0.875
490 0.78028 0.01270 0.00003 0.00001 18.450 0.064 0.500
495 0.74556 0.01066 0.00004 0.00002 18.369 0.147 0.250
500 0.67346 0.01265 0.00005 0.00002 18.393 0.140 0.500
505 0.61873 0.01744 0.00013 0.00008 18.284 0.086 0.000
510 0.56173 0.02313 0.00010 0.00003 18.549 0.255 0.750
515 0.48181 0.03361 0.00013 0.00005 18.597 0.222 0.875
520 0.40079 0.02148 0.00016 0.00006 18.496 0.378 0.600
525 0.33968 0.02777 0.00040 0.00031 18.490 0.547 0.625
530 0.25957 0.01896 0.00036 0.00011 18.796 0.912 0.500
535 0.18016 0.02670 0.00132 0.00090 19.306 1.119 0.750
540 0.11251 0.02352 0.00324 0.00194 19.194 2.043 0.700
545 0.06771 0.01402 0.00531 0.00564 17.445 2.641 0.375
550 0.01290 0.00720 0.00631 0.00288 8.916 2.291 0.000
555 0.00420 0.00292 0.00290 0.00145 5.085 0.944 0.000
560 0.00268 0.00142 0.00147 0.00085 3.804 0.659 0.000
580 0.00008 0.00003 0.00006 0.00001 1.026 0.245 0.000
600 0.00004 0.00001 0.00003 0.00001 0.658 0.147 0.000
