# Cluster list (1359 data points):
# "Cluster Identifier" "Cluster Size" "Radius of Gyration" "Gyration Tensor.XX" "Gyration Tensor.YY" "Gyration Tensor.ZZ" "Gyration Tensor.XY" "Gyration Tensor.XZ" "Gyration Tensor.YZ"
1 8034 21.5315910614 141.4370953489 128.5793230429 193.5929952441 -81.3609162742 11.8230051719 -43.5957146387 
2 226 4.1831496446 6.2892809134 6.2863164215 4.9231436146 -1.814086318 -3.3123349165 2.2170885772 
3 198 4.7427504815 4.0154336248 10.6044115693 7.8738369357 0.6077474154 -1.84261138 4.4318538195 
4 62 3.5843065884 2.8578057418 1.4853603589 8.5040876187 0.6932140252 -2.493518529 0.3919085832 
5 55 3.1563986611 1.7352890684 7.3424382614 0.8851251783 -0.904986076 0.1438041932 -0.2878107216 
6 50 2.1012959484 1.3265081801 1.6168336524 1.4721028305 0.0965185852 0.3366271055 0.04710669 
7 40 2.3602711895 2.3810328797 1.5803097104 1.6095374978 0.3737430533 0.2420408375 0.3869710805 
8 30 2.7535914076 1.1705293128 5.1005484614 1.311187866 -0.9264056637 0.8528925768 -1.2203183269 
9 27 2.2071182605 2.4215837165 1.3418001377 1.1079871616 -0.4915300979 0.1655390471 0.6306500636 
10 27 2.043186765 1.8164800036 1.1403273573 1.2178047959 0.2696103681 -0.4565055628 -0.377836459 
11 25 1.9113749325 1.560333403 0.9051702351 1.1878504944 0.0568254591 -0.3206472776 0.7338543341 
12 22 1.8472893965 1.2877718436 1.1857747676 0.9389315033 -0.0073913157 -0.8423568323 -0.2177280735 
13 20 1.86650279 0.8691876245 1.4616022405 1.1530428003 0.2592680642 -0.5689602294 -0.1665380563 
14 19 2.2676228767 2.5558962519 0.6533983764 1.9328188824 0.4997100272 -1.8288125222 -0.6382357308 
15 17 1.7568934724 0.8367458697 1.3914542846 0.8584745191 -0.3593671457 0.1682430238 -0.7908764426 
16 17 2.3566642791 4.0613423798 0.5847902213 0.9077339233 -0.8047204939 -0.7132500425 -0.1415103086 
17 15 1.6125914026 0.6290320989 1.086455388 0.8849635449 -0.106708774 -0.1774949667 0.3763585056 
18 15 1.718455774 1.1774265596 1.026359406 0.7493042816 -0.0722900622 0.3581950867 -0.2275902779 
19 14 1.3079354556 0.6972349849 0.3131041198 0.7003560512 0.0971901172 0.1434787949 0.2016628473 
20 14 1.3821019742 0.679799389 0.5443086421 0.686097836 -0.124824844 -0.2705465631 0.1241902337 
21 14 1.6325823492 0.8104703048 0.5257372917 1.3291175305 0.1387642667 0.6661195076 0.0929683537 
22 13 1.7266469927 0.5721485578 1.8581933825 0.5509678971 -0.2214070872 0.2489163117 -0.3118909851 
23 12 1.5440269092 0.4657313291 1.2099149106 0.7083728568 -0.0877202572 -0.2176414563 0.0889265698 
24 12 1.6464323082 1.5918415733 0.2471876453 0.871710127 -0.0914849832 0.3669938387 -0.1429809038 
25 11 1.196594544 0.3312571787 0.5413500944 0.5592312296 0.2540694726 -0.1802928704 -0.1032780377 
26 11 1.6832649609 0.8796885714 1.1043872043 0.8493051529 -0.4081343933 -0.5864795307 0.4330796388 
27 10 1.5476969157 0.7546002956 0.4864418836 1.1543235637 -0.1113594074 0.4858243007 -0.3796249201 
28 10 1.3694941034 0.095850126 1.0430340249 0.7366299484 -0.223438074 0.004753198 -0.2022033704 
29 10 1.5882058237 1.4127786689 0.5348994405 0.5747196289 -0.3190530323 -0.1818170749 0.1307394925 
30 10 1.6214914431 1.2750139404 0.8533108055 0.5009097541 -0.1476484117 0.0386678942 0.4808952293 
31 9 1.387847374 0.9357803278 0.4556593482 0.5346806577 0.180980789 -0.5849401936 -0.1653913484 
32 9 1.4520601769 1.0664261644 0.8664996365 0.1755529565 -0.1597949237 -0.0584859739 0.2717435468 
33 9 1.3952776723 0.7654113988 0.1358467267 1.0455416573 0.0099766267 -0.5672044453 -0.1406865821 
34 9 1.1544056966 0.416669101 0.357640078 0.5583433333 -0.2149280362 0.2267576811 -0.1139709144 
35 8 1.6808164953 1.9713985569 0.5628318613 0.2909136725 0.796533591 -0.42413219 -0.1863200479 
36 8 1.1141645787 0.4461249473 0.3197964094 0.4754413517 -0.0742792872 -0.0804761343 0.2553861911 
37 8 1.2438300701 0.2394737198 0.9834323686 0.3242071548 0.2970016117 -0.1847043977 -0.1325652495 
38 8 1.6034619189 0.4284248206 0.3713642323 1.7713010723 -0.222157949 0.0397971784 -0.6353009948 
39 8 1.8178420089 0.2071828564 0.6109995955 2.4863671173 -0.3018381499 -0.5025507065 0.7305442352 
40 8 1.8472822273 2.17110432 0.7147041078 0.5266431994 -0.919094328 -0.6788854663 0.4043730617 
41 7 1.2626217203 0.7560075498 0.484982422 0.3532236367 -0.2374877018 0.2453130735 0.1649124284 
42 7 1.2782519808 1.0944711563 0.3665654878 0.1728914824 -0.3313388678 -0.1166702369 0.1971133198 
43 6 1.3149127566 0.8887941889 0.2646266198 0.5755747489 0.0421556489 -0.6754035522 -0.0242828782 
44 6 1.1854880355 0.4369723063 0.2105649614 0.7578446147 -0.1744701423 0.3535672673 -0.3378074947 
45 6 0.9093180294 0.2440322347 0.3710254792 0.2118015647 -0.0852177025 -0.0573572314 -0.0470855425 
46 6 1.1105915879 0.103359356 0.9597757633 0.1702785558 0.1199607963 -0.0716299518 -0.0781339317 
47 6 1.0165812389 0.1003970447 0.6658520781 0.2671882925 0.0585034347 0.0047291275 -0.1871894425 
48 6 1.2235966636 0.6455549881 0.4866886447 0.3649451625 -0.1239456497 -0.3893172458 0.0280926792 
49 6 1.3730220632 0.4017784414 1.1726949814 0.3107161633 -0.4145986419 0.18438643 -0.5531322267 
50 6 1.228007134 0.1328713694 0.8653477771 0.5097823747 -0.1560319249 0.0034070649 0.5471804954 
51 6 1.311499113 0.5960712074 0.6112617726 0.5126969433 -0.5078469341 -0.369311756 0.3704123268 
52 6 1.1850319889 0.3695178292 0.5308634022 0.5039195833 0.2396682583 0.3682438917 0.17310648 
53 6 1.3100259885 0.8114648451 0.3056649367 0.5990383089 -0.0944705367 0.476227399 -0.3280417588 
54 6 1.080329689 0.3165825967 0.6981857355 0.1523439047 -0.3096946419 0.028250025 -0.0866027624 
55 6 1.3094018974 0.1850230225 1.33798864 0.1915216663 -0.2236383967 -0.0553297733 0.1967347097 
56 6 1.1511601134 0.2699662556 0.7346222789 0.3205810722 0.2659347706 0.1235066489 0.2906082556 
57 6 1.0771403527 0.4072002047 0.4449441958 0.3080869389 -0.1767346575 -0.1658425572 -0.061122945 
58 6 1.1643784794 0.5333206786 0.7761613287 0.0462952359 -0.1510947789 -0.036547815 0.1821687537 
59 6 1.1651764426 0.2081589247 0.6230447287 0.526432489 0.2237642963 -0.3005625561 -0.4532079864 
60 6 1.2661485678 0.6800940456 0.510415251 0.4126228992 -0.0928693173 0.41292743 0.1570293694 
61 5 0.9748856721 0.0451714896 0.5041418216 0.4010887625 -0.0223824656 -0.0395586296 -0.3615118444 
62 5 1.2271992216 0.0644064816 1.409378068 0.03223338 0.107607484 0.027625676 0.173207034 
63 5 1.2576002705 0.1689528016 1.3558608484 0.0567447904 -0.0103127884 -0.0953962328 -0.0249354251 
64 5 1.0262772059 0.138822228 0.0583856776 0.8560369977 0.048435406 0.067520972 0.1368092887 
65 5 0.9717076215 0.1707954696 0.4132058696 0.3602143624 0.0484687004 -0.0875549712 -0.3136557308 
66 5 1.0233736135 0.1974545744 0.327831856 0.5220071223 0.055445468 -0.0898437716 0.1613986754 
67 5 1.0679336314 0.1042017137 0.6503600059 0.3859205216 0.1025160603 -0.0300007638 -0.4363212801 
68 5 1.3010848611 0.1894166104 0.187715827 1.3156893784 0.0732197085 0.2713273116 0.4250077531 
69 5 0.9474322246 0.4965569034 0.0428474105 0.3582235064 0.0123689569 -0.196812246 0.0693193831 
70 5 0.9617388036 0.0924273064 0.2285578816 0.6039563384 -0.0548971592 0.1316250296 -0.0278428768 
71 5 0.722719309 0.0891392811 0.2847063224 0.1484775961 -0.0023246604 -0.0695924015 0.0062395369 
72 5 0.7367852659 0.2004461624 0.14666922 0.1957371456 0.041970882 0.0928111092 0.058242258 
73 5 0.924741082 0.175054508 0.4490176624 0.2310738984 0.164611082 -0.08059289 -0.1009934116 
74 5 0.9196394533 0.39472424 0.2367032424 0.2143092416 0.205527494 -0.205390782 -0.1902134608 
75 5 1.1795551082 0.3155191593 0.9921033224 0.0837277716 -0.4277323341 0.1103083836 -0.2248380078 
76 5 1.0200693275 0.4115526809 0.2441170616 0.3848716904 -0.1532075042 0.1032610197 -0.0186872572 
77 4 1.0036768958 0.1046292069 0.5263728219 0.3763652825 -0.0389855331 0.0018924788 -0.4057727387 
78 4 0.8236114766 0.294105155 0.1696660369 0.2145646725 0.10364762 -0.10746122 0.0360145613 
79 4 0.881532563 0.2168657859 0.0138417919 0.5463920819 0.0476219609 0.0138908881 0.0444262134 
