550 0.320535 0.641071 0.333333 0.421637 0.8 1.166190 0.500 0.632456
560 0.412918 0.825836 0.400000 0.489898 0.6 0.800000 0.600 0.800000
570 0.000000 0.000000 0.100000 0.200000 0.4 0.800000 0.200 0.400000
580 1.143424 1.403704 0.542857 0.455354 2.4 2.727636 1.700 1.720465
590 1.692861 2.080702 0.294118 0.397222 4.2 6.584831 1.650 2.022375
600 0.735122 0.902238 0.666667 0.421637 1.6 1.019804 1.200 0.748331
610 1.684227 2.209745 0.504762 0.284681 3.4 2.653300 1.700 1.326650
620 0.921421 1.157289 0.666667 0.421637 1.8 1.166190 1.400 1.019804
630 4.757954 4.047410 0.955556 0.088889 7.0 5.899152 4.600 2.244994
640 5.477737 0.784845 0.565333 0.154269 15.2 5.153639 3.933 0.657013
650 4.522371 3.294788 0.555556 0.414252 9.0 5.932959 5.040 3.699513
660 5.286131 3.420969 0.357738 0.227256 19.4 13.440238 5.283 4.719228
670 11.623105 2.666977 0.536324 0.127265 51.4 19.272779 7.734 3.600336
680 6.258624 2.892499 0.744444 0.163299 10.8 5.706137 4.200 2.481935
690 4.752087 2.330867 0.685051 0.193649 15.4 15.134068 4.325 1.150000
700 5.914920 3.276372 0.680704 0.241578 16.8 9.195651 5.043 3.798388
710 8.688983 2.305118 0.334213 0.135710 56.4 13.154467 6.654 2.700421
720 6.852787 2.930785 0.405798 0.131786 46.8 37.753940 5.035 1.017174
730 8.557317 1.470112 0.412442 0.151458 50.6 25.350345 5.971 1.944566
740 8.062476 2.938449 0.368576 0.199723 51.8 27.816542 6.071 1.297119
750 7.664337 0.834490 0.454593 0.221417 44.0 13.841965 5.814 1.655598
760 5.649518 1.767532 0.409026 0.114982 26.0 6.572671 4.710 1.120929
770 13.190762 2.235386 0.485690 0.144710 79.4 29.220541 10.983 2.642327
780 14.496613 5.038634 0.388833 0.138626 115.0 35.821781 9.271 3.147379
790 13.319450 4.099264 0.230480 0.025283 186.4 80.340774 8.273 2.569253
800 17.558614 8.895646 0.349573 0.143366 173.6 57.898532 9.647 3.176940
810 15.605962 4.620874 0.224966 0.083238 303.2 40.740152 11.417 3.803873
820 23.438372 10.111931 0.266248 0.069070 376.4 90.610375 14.023 3.636960
830 27.968082 8.624685 0.284279 0.106527 491.4 103.006019 14.440 4.042017
840 23.023431 5.114214 0.272185 0.071913 424.8 136.077037 14.057 4.543519
850 24.773391 3.752915 0.254168 0.064366 551.6 96.356837 14.207 3.568898
860 26.405885 11.003868 0.286004 0.107024 516.2 162.904144 15.655 3.957536
870 32.321649 5.928068 0.303887 0.084521 586.6 60.301244 16.730 3.608529
880 29.834150 6.396991 0.297811 0.076964 793.4 194.870829 19.249 5.773357
890 37.583078 13.431042 0.293198 0.051637 928.4 245.489389 18.497 2.454388
900 78.386487 31.681104 0.575801 0.252529 1616.6 263.451400 34.473 5.505436
910 62.462929 10.503148 0.509575 0.110517 1463.0 149.061061 38.338 6.329781
920 82.705536 30.601989 0.660987 0.213879 1427.8 268.582501 37.582 12.153890
930 83.810613 16.869356 0.641296 0.179356 1503.6 156.093049 37.399 7.422042
940 59.686951 15.339908 0.472824 0.110597 1348.0 194.363577 36.012 7.001874
950 104.679372 26.859837 0.738167 0.165010 2458.4 585.360265 59.089 24.324917
960 95.468974 25.888217 0.706377 0.209219 2305.6 398.661059 57.882 10.780421
970 121.006512 2.662155 0.949334 0.020873 3317.8 392.622669 102.600 40.026536
980 129.599249 2.032315 0.985458 0.003726 3939.0 285.627030 142.138 29.545429
990 124.692629 4.263704 0.991230 0.002310 4567.2 263.436824 217.119 75.372723
1000 123.219230 1.953334 0.992762 0.006462 4842.8 384.873174 361.701 153.848006
1010 126.550416 4.011446 0.992035 0.005328 4760.6 371.828240 319.830 170.973624
1020 127.438174 3.097996 0.993217 0.002444 4875.6 219.925078 306.919 78.380484
1030 127.108917 1.104778 0.997215 0.002391 5622.6 473.649913 971.420 567.812489
1040 126.803844 1.160114 0.998458 0.000851 5854.0 274.562925 959.815 389.612549
1050 126.171049 2.280680 0.997408 0.001608 5761.4 237.882828 882.124 582.611430
1060 125.677731 0.618698 0.997484 0.001758 5837.6 213.009483 967.906 322.814582
1070 128.071606 1.209413 0.997811 0.002963 5916.0 137.885460 1347.147 602.074537
1080 126.007181 0.948865 0.999110 0.000426 6331.8 142.908922 1831.387 730.420750
1090 126.651115 0.300600 0.999686 0.000199 6365.4 112.059984 3075.133 1722.849895
1100 126.194250 0.411902 0.999526 0.000378 6444.8 242.976048 2947.033 2006.123541
1110 127.041455 0.559042 0.999358 0.000800 6468.4 245.350851 3170.520 1897.206183
1120 126.978238 0.314669 0.999939 0.000122 6777.0 105.523457 6120.000 1417.649181
1130 126.856346 0.439453 0.999939 0.000122 6623.2 127.814553 5751.467 1790.127352
1140 126.753716 0.237147 0.999911 0.000177 6747.0 98.140715 6069.100 1343.294324
1150 126.899493 0.270434 0.999942 0.000071 6857.8 28.937173 5481.400 1666.112943
1160 127.210424 0.164739 1.000000 0.000000 6810.8 65.450439 6810.800 65.450439
1170 126.775394 0.339067 0.999971 0.000059 6840.4 13.850632 6158.200 1373.639021
1180 127.017544 0.471158 1.000000 0.000000 6882.0 49.787549 6882.000 49.787549
1190 126.834122 0.143201 1.000000 0.000000 6962.0 33.063575 6962.000 33.063575
1200 126.723535 0.198277 1.000000 0.000000 6971.6 32.084887 6971.600 32.084887
